2026-08-14 06:38:05,013 | INFO | MainThread | logging to runs/baseline_decision_tree/run_20260814_063805_decision_tree_sklearn.log
2026-08-14 06:38:05,143 | INFO | MainThread | split_seed=625417260 train=1853 test_holdout=500 dev=504
2026-08-14 06:38:14,635 | INFO | MainThread | engineered 28 structural features: ['age_restricted__adult_sex_toys', 'age_restricted__alcohol', 'age_restricted__betting_gambling', 'age_restricted__energy_caffeine', 'age_restricted__other_restricted', 'age_restricted__skin_gambling', 'age_restricted__thc_cbd', 'age_restricted__vaping_nicotine', 'description_has_disclosure_lang', 'disclosure_only_in_description', 'disclosure_relative_position', 'guarantee_promise_hit', 'has_product_page', 'hfss__candy_subscription_brand', 'hfss__energy_drink_brand', 'hfss__misc_candy_soda', 'imperative_verb_count', 'imperative_verb_density', 'imperative_zero', 'numeric_comparative_claim_hit', 'official_disclosure_false', 'official_disclosure_missing', 'official_disclosure_true', 'superlative_hit', 'transcript_char_len', 'transcript_has_disclosure_lang', 'transcript_near_empty', 'transcript_word_len']
2026-08-14 06:38:24,330 | INFO | MainThread |   grid estimator=forest params={'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200} -> dev_st3_macro_f1=0.476
2026-08-14 06:38:42,226 | INFO | MainThread |   grid estimator=forest params={'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 500} -> dev_st3_macro_f1=0.504
2026-08-14 06:38:50,089 | INFO | MainThread |   grid estimator=forest params={'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 200} -> dev_st3_macro_f1=0.500
2026-08-14 06:39:06,907 | INFO | MainThread |   grid estimator=forest params={'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 500} -> dev_st3_macro_f1=0.484
2026-08-14 06:39:12,836 | INFO | MainThread |   grid estimator=forest params={'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 200} -> dev_st3_macro_f1=0.496
2026-08-14 06:39:27,358 | INFO | MainThread |   grid estimator=forest params={'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 500} -> dev_st3_macro_f1=0.511
2026-08-14 06:39:32,526 | INFO | MainThread |   grid estimator=forest params={'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 200} -> dev_st3_macro_f1=0.499
2026-08-14 06:39:45,282 | INFO | MainThread |   grid estimator=forest params={'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 500} -> dev_st3_macro_f1=0.498
2026-08-14 06:39:50,478 | INFO | MainThread |   grid estimator=forest params={'max_depth': 10, 'min_samples_leaf': 2, 'n_estimators': 200} -> dev_st3_macro_f1=0.463
2026-08-14 06:40:03,132 | INFO | MainThread |   grid estimator=forest params={'max_depth': 10, 'min_samples_leaf': 2, 'n_estimators': 500} -> dev_st3_macro_f1=0.494
2026-08-14 06:40:08,170 | INFO | MainThread |   grid estimator=forest params={'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 200} -> dev_st3_macro_f1=0.483
2026-08-14 06:40:20,512 | INFO | MainThread |   grid estimator=forest params={'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 500} -> dev_st3_macro_f1=0.499
2026-08-14 06:40:26,996 | INFO | MainThread |   grid estimator=forest params={'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 200} -> dev_st3_macro_f1=0.488
2026-08-14 06:40:43,099 | INFO | MainThread |   grid estimator=forest params={'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 500} -> dev_st3_macro_f1=0.505
2026-08-14 06:40:49,445 | INFO | MainThread |   grid estimator=forest params={'max_depth': 20, 'min_samples_leaf': 2, 'n_estimators': 200} -> dev_st3_macro_f1=0.511
2026-08-14 06:41:04,703 | INFO | MainThread |   grid estimator=forest params={'max_depth': 20, 'min_samples_leaf': 2, 'n_estimators': 500} -> dev_st3_macro_f1=0.502
2026-08-14 06:41:10,549 | INFO | MainThread |   grid estimator=forest params={'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 200} -> dev_st3_macro_f1=0.491
2026-08-14 06:41:24,442 | INFO | MainThread |   grid estimator=forest params={'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 500} -> dev_st3_macro_f1=0.500
2026-08-14 06:41:24,655 | INFO | MainThread |   grid estimator=logreg params={'C': 0.01} -> dev_st3_macro_f1=0.456
2026-08-14 06:41:24,901 | INFO | MainThread |   grid estimator=logreg params={'C': 0.03} -> dev_st3_macro_f1=0.460
2026-08-14 06:41:25,210 | INFO | MainThread |   grid estimator=logreg params={'C': 0.1} -> dev_st3_macro_f1=0.481
2026-08-14 06:41:25,570 | INFO | MainThread |   grid estimator=logreg params={'C': 0.3} -> dev_st3_macro_f1=0.457
2026-08-14 06:41:26,012 | INFO | MainThread |   grid estimator=logreg params={'C': 1.0} -> dev_st3_macro_f1=0.492
2026-08-14 06:41:26,565 | INFO | MainThread |   grid estimator=logreg params={'C': 3.0} -> dev_st3_macro_f1=0.489
2026-08-14 06:41:27,191 | INFO | MainThread |   grid estimator=logreg params={'C': 10.0} -> dev_st3_macro_f1=0.488
