2026-08-14 06:29:11,646 | INFO | MainThread | logging to runs/baseline_decision_tree/run_20260814_062911_mlp_pytorch_scratch.log
2026-08-14 06:29:11,687 | INFO | MainThread | device=cuda
2026-08-14 06:29:11,907 | INFO | MainThread | split_seed=42 train=1853 test_holdout=500 dev=504
2026-08-14 06:29:29,575 | INFO | MainThread | pos_weight per label: {'age_restricted_or_prohibited_product': 45.31999969482422, 'direct_exhortation': 6.690000057220459, 'hfss_food_marketing': 50.0, 'inadequate_disclosure': 2.880000114440918, 'insufficient_context': 50.0, 'misleading_claim': 1.0, 'no_flag': 3.559999942779541, 'undisclosed_advertising': 5.5}
2026-08-14 06:29:32,258 | INFO | MainThread | epoch 10: train_loss=1.0586 dev_st3_macro_f1=0.057
2026-08-14 06:29:32,287 | INFO | MainThread | epoch 20: train_loss=1.0049 dev_st3_macro_f1=0.219
2026-08-14 06:29:32,322 | INFO | MainThread | epoch 30: train_loss=0.9740 dev_st3_macro_f1=0.317
2026-08-14 06:29:32,355 | INFO | MainThread | epoch 40: train_loss=0.9338 dev_st3_macro_f1=0.360
2026-08-14 06:29:32,390 | INFO | MainThread | epoch 50: train_loss=0.9024 dev_st3_macro_f1=0.374
2026-08-14 06:29:32,425 | INFO | MainThread | epoch 60: train_loss=0.8769 dev_st3_macro_f1=0.330
2026-08-14 06:29:32,457 | INFO | MainThread | epoch 70: train_loss=0.8525 dev_st3_macro_f1=0.399
2026-08-14 06:29:32,493 | INFO | MainThread | epoch 80: train_loss=0.8127 dev_st3_macro_f1=0.408
2026-08-14 06:29:32,524 | INFO | MainThread | epoch 90: train_loss=0.7970 dev_st3_macro_f1=0.417
2026-08-14 06:29:32,559 | INFO | MainThread | epoch 100: train_loss=0.7646 dev_st3_macro_f1=0.450
2026-08-14 06:29:32,594 | INFO | MainThread | epoch 110: train_loss=0.7542 dev_st3_macro_f1=0.450
2026-08-14 06:29:32,627 | INFO | MainThread | epoch 120: train_loss=0.7391 dev_st3_macro_f1=0.452
2026-08-14 06:29:32,662 | INFO | MainThread | epoch 130: train_loss=0.7218 dev_st3_macro_f1=0.459
2026-08-14 06:29:32,694 | INFO | MainThread | epoch 140: train_loss=0.6921 dev_st3_macro_f1=0.462
2026-08-14 06:29:32,725 | INFO | MainThread | epoch 150: train_loss=0.6833 dev_st3_macro_f1=0.443
2026-08-14 06:29:32,755 | INFO | MainThread | epoch 160: train_loss=0.6581 dev_st3_macro_f1=0.447
2026-08-14 06:29:32,783 | INFO | MainThread | epoch 170: train_loss=0.6546 dev_st3_macro_f1=0.459
2026-08-14 06:29:32,811 | INFO | MainThread | epoch 180: train_loss=0.6547 dev_st3_macro_f1=0.463
