2026-08-14 06:04:04,072 | INFO | MainThread | logging to runs/baseline_decision_tree/run_20260814_060404_decision_tree_sklearn.log
2026-08-14 06:04:04,207 | INFO | MainThread | split_seed=563729322 train=1853 test_holdout=500 dev=504
2026-08-14 06:04:13,986 | INFO | MainThread | engineered 26 structural features: ['age_restricted__adult_sex_toys', 'age_restricted__alcohol', 'age_restricted__betting_gambling', 'age_restricted__energy_caffeine', 'age_restricted__other_restricted', 'age_restricted__skin_gambling', 'age_restricted__thc_cbd', 'age_restricted__vaping_nicotine', 'description_has_disclosure_lang', 'disclosure_only_in_description', 'guarantee_promise_hit', 'has_product_page', 'hfss__candy_subscription_brand', 'hfss__energy_drink_brand', 'hfss__misc_candy_soda', 'imperative_verb_count', 'imperative_zero', 'numeric_comparative_claim_hit', 'official_disclosure_false', 'official_disclosure_missing', 'official_disclosure_true', 'superlative_hit', 'transcript_char_len', 'transcript_has_disclosure_lang', 'transcript_near_empty', 'transcript_word_len']
2026-08-14 06:04:16,589 | INFO | MainThread |   grid max_depth=4 min_samples_leaf=1 -> dev_st3_macro_f1=0.411
2026-08-14 06:04:19,179 | INFO | MainThread |   grid max_depth=4 min_samples_leaf=2 -> dev_st3_macro_f1=0.411
2026-08-14 06:04:21,748 | INFO | MainThread |   grid max_depth=4 min_samples_leaf=5 -> dev_st3_macro_f1=0.408
2026-08-14 06:04:24,458 | INFO | MainThread |   grid max_depth=6 min_samples_leaf=1 -> dev_st3_macro_f1=0.418
2026-08-14 06:04:27,127 | INFO | MainThread |   grid max_depth=6 min_samples_leaf=2 -> dev_st3_macro_f1=0.412
2026-08-14 06:04:29,801 | INFO | MainThread |   grid max_depth=6 min_samples_leaf=5 -> dev_st3_macro_f1=0.409
2026-08-14 06:04:32,610 | INFO | MainThread |   grid max_depth=8 min_samples_leaf=1 -> dev_st3_macro_f1=0.417
2026-08-14 06:04:35,452 | INFO | MainThread |   grid max_depth=8 min_samples_leaf=2 -> dev_st3_macro_f1=0.418
2026-08-14 06:04:38,247 | INFO | MainThread |   grid max_depth=8 min_samples_leaf=5 -> dev_st3_macro_f1=0.407
2026-08-14 06:04:41,188 | INFO | MainThread |   grid max_depth=10 min_samples_leaf=1 -> dev_st3_macro_f1=0.430
2026-08-14 06:04:44,090 | INFO | MainThread |   grid max_depth=10 min_samples_leaf=2 -> dev_st3_macro_f1=0.411
