2026-08-03 23:50:50,815 | INFO | MainThread | logging to runs/run_20260803_235050_lora_train_FacebookAI_roberta-base.log
2026-08-03 23:50:50,815 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'context': 'full', 'max_length': 512, 'epochs': 200, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'warmup_ratio': 0.06, 'lora_r': 8, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,value', 'st2_loss_weight': 1.0, 'st3_loss_weight': 1.0, 'pos_weight': False, 'threshold': 0.5, 'sample_size': None, 'seed': 42, 'device': None, 'output_dir': 'runs/lora_roberta'} device=cuda
2026-08-03 23:50:50,897 | INFO | MainThread | train=2353 dev=504
2026-08-03 23:52:27,629 | INFO | MainThread | epoch 1: mean train loss = 2.7209
2026-08-03 23:52:36,612 | INFO | MainThread | epoch 1 dev metrics: st1_macro_f1=0.155, st2_macro_f1=0.056, st3_macro_f1=0.117, st3_family_macro_f1=0.319, mean_macro_f1=0.109
2026-08-03 23:52:36,622 | INFO | MainThread | epoch 1: new best mean_macro_f1=0.109, saved to runs/lora_roberta/best
2026-08-03 23:54:11,771 | INFO | MainThread | epoch 2: mean train loss = 2.0599
2026-08-03 23:54:22,001 | INFO | MainThread | epoch 2 dev metrics: st1_macro_f1=0.369, st2_macro_f1=0.000, st3_macro_f1=0.058, st3_family_macro_f1=0.223, mean_macro_f1=0.142
2026-08-03 23:54:22,009 | INFO | MainThread | epoch 2: new best mean_macro_f1=0.142, saved to runs/lora_roberta/best
2026-08-03 23:55:57,112 | INFO | MainThread | epoch 3: mean train loss = 1.4184
2026-08-03 23:56:06,191 | INFO | MainThread | epoch 3 dev metrics: st1_macro_f1=0.418, st2_macro_f1=0.006, st3_macro_f1=0.096, st3_family_macro_f1=0.297, mean_macro_f1=0.173
2026-08-03 23:56:06,198 | INFO | MainThread | epoch 3: new best mean_macro_f1=0.173, saved to runs/lora_roberta/best
2026-08-03 23:57:41,412 | INFO | MainThread | epoch 4: mean train loss = 1.1799
2026-08-03 23:57:50,426 | INFO | MainThread | epoch 4 dev metrics: st1_macro_f1=0.556, st2_macro_f1=0.110, st3_macro_f1=0.100, st3_family_macro_f1=0.291, mean_macro_f1=0.255
2026-08-03 23:57:50,433 | INFO | MainThread | epoch 4: new best mean_macro_f1=0.255, saved to runs/lora_roberta/best
2026-08-03 23:59:25,420 | INFO | MainThread | epoch 5: mean train loss = 1.0575
2026-08-03 23:59:35,823 | INFO | MainThread | epoch 5 dev metrics: st1_macro_f1=0.587, st2_macro_f1=0.187, st3_macro_f1=0.100, st3_family_macro_f1=0.297, mean_macro_f1=0.292
2026-08-03 23:59:35,832 | INFO | MainThread | epoch 5: new best mean_macro_f1=0.292, saved to runs/lora_roberta/best
2026-08-04 00:01:10,929 | INFO | MainThread | epoch 6: mean train loss = 0.9991
2026-08-04 00:01:19,944 | INFO | MainThread | epoch 6 dev metrics: st1_macro_f1=0.593, st2_macro_f1=0.241, st3_macro_f1=0.100, st3_family_macro_f1=0.292, mean_macro_f1=0.311
2026-08-04 00:01:19,954 | INFO | MainThread | epoch 6: new best mean_macro_f1=0.311, saved to runs/lora_roberta/best
2026-08-04 00:02:54,942 | INFO | MainThread | epoch 7: mean train loss = 0.9409
2026-08-04 00:03:03,794 | INFO | MainThread | epoch 7 dev metrics: st1_macro_f1=0.591, st2_macro_f1=0.300, st3_macro_f1=0.096, st3_family_macro_f1=0.296, mean_macro_f1=0.329
2026-08-04 00:03:03,800 | INFO | MainThread | epoch 7: new best mean_macro_f1=0.329, saved to runs/lora_roberta/best
2026-08-04 00:04:38,040 | INFO | MainThread | epoch 8: mean train loss = 0.8963
2026-08-04 00:04:46,975 | INFO | MainThread | epoch 8 dev metrics: st1_macro_f1=0.600, st2_macro_f1=0.379, st3_macro_f1=0.103, st3_family_macro_f1=0.298, mean_macro_f1=0.361
2026-08-04 00:04:46,984 | INFO | MainThread | epoch 8: new best mean_macro_f1=0.361, saved to runs/lora_roberta/best
2026-08-04 00:06:22,492 | INFO | MainThread | epoch 9: mean train loss = 0.8520
2026-08-04 00:06:31,357 | INFO | MainThread | epoch 9 dev metrics: st1_macro_f1=0.614, st2_macro_f1=0.353, st3_macro_f1=0.115, st3_family_macro_f1=0.302, mean_macro_f1=0.361
2026-08-04 00:06:31,364 | INFO | MainThread | epoch 9: new best mean_macro_f1=0.361, saved to runs/lora_roberta/best
2026-08-04 00:08:05,567 | INFO | MainThread | epoch 10: mean train loss = 0.8046
2026-08-04 00:08:14,450 | INFO | MainThread | epoch 10 dev metrics: st1_macro_f1=0.610, st2_macro_f1=0.428, st3_macro_f1=0.159, st3_family_macro_f1=0.329, mean_macro_f1=0.399
2026-08-04 00:08:14,456 | INFO | MainThread | epoch 10: new best mean_macro_f1=0.399, saved to runs/lora_roberta/best
2026-08-04 00:09:48,762 | INFO | MainThread | epoch 11: mean train loss = 0.7656
2026-08-04 00:09:57,692 | INFO | MainThread | epoch 11 dev metrics: st1_macro_f1=0.608, st2_macro_f1=0.445, st3_macro_f1=0.133, st3_family_macro_f1=0.317, mean_macro_f1=0.395
2026-08-04 00:11:31,941 | INFO | MainThread | epoch 12: mean train loss = 0.7204
2026-08-04 00:11:42,233 | INFO | MainThread | epoch 12 dev metrics: st1_macro_f1=0.597, st2_macro_f1=0.456, st3_macro_f1=0.151, st3_family_macro_f1=0.342, mean_macro_f1=0.401
2026-08-04 00:11:42,241 | INFO | MainThread | epoch 12: new best mean_macro_f1=0.401, saved to runs/lora_roberta/best
2026-08-04 00:13:16,331 | INFO | MainThread | epoch 13: mean train loss = 0.6949
2026-08-04 00:13:25,134 | INFO | MainThread | epoch 13 dev metrics: st1_macro_f1=0.602, st2_macro_f1=0.476, st3_macro_f1=0.150, st3_family_macro_f1=0.323, mean_macro_f1=0.410
2026-08-04 00:13:25,142 | INFO | MainThread | epoch 13: new best mean_macro_f1=0.410, saved to runs/lora_roberta/best
