2026-08-18 01:16:38,341 | INFO | MainThread | logging to runs/run_20260818_011638_lora_train_st1_classifier_FacebookAI_roberta-base.log
2026-08-18 01:16:38,341 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'max_length': 256, 'truncation_side': 'left', 'page_token_budget': None, 'epochs': 5, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'head_lr': None, 'warmup_ratio': 0.06, 'lora_r': 8, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,value', 'class_weight': True, 'oversample_rare_st1': 3, 'undersample_majority_st1': 1, 'oversample_first': False, 'sample_size': None, 'test_holdout': 500, 'split_seed': None, 'seed': 42, 'device': None, 'output_dir': 'runs/st1-classifier-roberta-maxlen256', 'no_wandb': True} device=cuda
2026-08-18 01:16:38,480 | INFO | MainThread | train/test-holdout split (fresh random split every run unless --split-seed is pinned): split_seed=95646625 train=1853 test_holdout=500
2026-08-18 01:16:38,482 | INFO | MainThread | train=1853 dist=digital_content_or_services=825 (44.5%), none=27 (1.5%), other=1 (0.1%), physical_goods=895 (48.3%), physical_services=105 (5.7%)
2026-08-18 01:16:38,482 | INFO | MainThread | dev=504 dist=digital_content_or_services=248, none=14, other=0, physical_goods=218, physical_services=24
2026-08-18 01:16:38,483 | INFO | MainThread | oversampled rare st1 labels ['none', 'other'] 3x: train now 1909 instances
2026-08-18 01:16:38,606 | INFO | MainThread | class_weight: digital_content_or_services=2.314, none=23.568, other=50.000, physical_goods=2.133, physical_services=18.181
2026-08-18 01:17:10,191 | INFO | MainThread | epoch 1: mean train loss = 1.3135
2026-08-18 01:17:14,788 | INFO | MainThread | epoch 1 dev metrics: accuracy=0.835, macro_f1=0.535, loss=0.509
2026-08-18 01:17:14,788 | INFO | MainThread | epoch 1 dev metrics per-label F1: digital_content_or_services=0.856, none=0.345, other=0.000, physical_goods=0.862, physical_services=0.611
2026-08-18 01:17:14,940 | INFO | MainThread | epoch 1: new best macro_f1=0.535, saved to runs/st1-classifier-roberta-maxlen256/best
2026-08-18 01:17:48,683 | INFO | MainThread | epoch 2: mean train loss = 0.5972
2026-08-18 01:17:53,450 | INFO | MainThread | epoch 2 dev metrics: accuracy=0.817, macro_f1=0.554, loss=0.549
2026-08-18 01:17:53,450 | INFO | MainThread | epoch 2 dev metrics per-label F1: digital_content_or_services=0.853, none=0.429, other=0.000, physical_goods=0.844, physical_services=0.647
2026-08-18 01:17:53,594 | INFO | MainThread | epoch 2: new best macro_f1=0.554, saved to runs/st1-classifier-roberta-maxlen256/best
2026-08-18 01:18:25,981 | INFO | MainThread | epoch 3: mean train loss = 0.4671
2026-08-18 01:18:30,552 | INFO | MainThread | epoch 3 dev metrics: accuracy=0.847, macro_f1=0.579, loss=0.478
2026-08-18 01:18:30,552 | INFO | MainThread | epoch 3 dev metrics per-label F1: digital_content_or_services=0.873, none=0.424, other=0.000, physical_goods=0.859, physical_services=0.737
2026-08-18 01:18:30,667 | INFO | MainThread | epoch 3: new best macro_f1=0.579, saved to runs/st1-classifier-roberta-maxlen256/best
2026-08-18 01:18:59,670 | INFO | MainThread | epoch 4: mean train loss = 0.4040
2026-08-18 01:19:03,122 | INFO | MainThread | epoch 4 dev metrics: accuracy=0.851, macro_f1=0.590, loss=0.475
2026-08-18 01:19:03,122 | INFO | MainThread | epoch 4 dev metrics per-label F1: digital_content_or_services=0.867, none=0.437, other=0.000, physical_goods=0.874, physical_services=0.772
2026-08-18 01:19:03,227 | INFO | MainThread | epoch 4: new best macro_f1=0.590, saved to runs/st1-classifier-roberta-maxlen256/best
2026-08-18 01:19:25,820 | INFO | MainThread | epoch 5: mean train loss = 0.3400
2026-08-18 01:19:29,234 | INFO | MainThread | epoch 5 dev metrics: accuracy=0.861, macro_f1=0.595, loss=0.470
2026-08-18 01:19:29,234 | INFO | MainThread | epoch 5 dev metrics per-label F1: digital_content_or_services=0.876, none=0.437, other=0.000, physical_goods=0.887, physical_services=0.772
2026-08-18 01:19:29,340 | INFO | MainThread | epoch 5: new best macro_f1=0.595, saved to runs/st1-classifier-roberta-maxlen256/best
2026-08-18 01:19:29,433 | INFO | MainThread | saved final epoch adapter to runs/st1-classifier-roberta-maxlen256/last (best dev macro_f1=0.595)
2026-08-18 01:19:29,434 | INFO | MainThread | reloading best-dev checkpoint from runs/st1-classifier-roberta-maxlen256/best for the test-holdout pass (generalization check, not used for model selection)
2026-08-18 01:19:33,409 | INFO | MainThread | test holdout metrics: accuracy=0.858, macro_f1=0.509, loss=0.455
2026-08-18 01:19:33,409 | INFO | MainThread | test holdout metrics per-label F1: digital_content_or_services=0.866, none=0.222, other=0.000, physical_goods=0.901, physical_services=0.556
