2026-08-18 01:37:27,265 | INFO | MainThread | logging to runs/run_20260818_013727_lora_train_st1_classifier_FacebookAI_roberta-base.log
2026-08-18 01:37:27,265 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'max_length': 512, 'truncation_side': 'left', 'page_token_budget': None, 'epochs': 5, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'head_lr': None, 'warmup_ratio': 0.06, 'lora_r': 8, 'lora_alpha': 16, 'lora_dropout': 0.0, 'target_modules': 'query,value', 'class_weight': True, 'oversample_rare_st1': 3, 'undersample_majority_st1': 1, 'oversample_first': False, 'sample_size': None, 'test_holdout': 500, 'split_seed': None, 'seed': 42, 'device': None, 'output_dir': 'runs/st1-classifier-roberta-dropout0', 'no_wandb': True} device=cuda
2026-08-18 01:37:27,404 | INFO | MainThread | train/test-holdout split (fresh random split every run unless --split-seed is pinned): split_seed=1019721298 train=1853 test_holdout=500
2026-08-18 01:37:27,406 | INFO | MainThread | train=1853 dist=digital_content_or_services=829 (44.7%), none=31 (1.7%), other=2 (0.1%), physical_goods=897 (48.4%), physical_services=94 (5.1%)
2026-08-18 01:37:27,406 | INFO | MainThread | dev=504 dist=digital_content_or_services=248, none=14, other=0, physical_goods=218, physical_services=24
2026-08-18 01:37:27,407 | INFO | MainThread | oversampled rare st1 labels ['none', 'other'] 3x: train now 1919 instances
2026-08-18 01:37:27,666 | INFO | MainThread | class_weight: digital_content_or_services=2.315, none=20.634, other=50.000, physical_goods=2.139, physical_services=20.415
2026-08-18 01:38:45,170 | INFO | MainThread | epoch 1: mean train loss = 1.4647
2026-08-18 01:38:54,143 | INFO | MainThread | epoch 1 dev metrics: accuracy=0.821, macro_f1=0.513, loss=0.714
2026-08-18 01:38:54,143 | INFO | MainThread | epoch 1 dev metrics per-label F1: digital_content_or_services=0.850, none=0.345, other=0.000, physical_goods=0.877, physical_services=0.493
2026-08-18 01:38:54,264 | INFO | MainThread | epoch 1: new best macro_f1=0.513, saved to runs/st1-classifier-roberta-dropout0/best
2026-08-18 01:40:10,394 | INFO | MainThread | epoch 2: mean train loss = 0.7889
2026-08-18 01:40:19,858 | INFO | MainThread | epoch 2 dev metrics: accuracy=0.808, macro_f1=0.527, loss=0.561
2026-08-18 01:40:19,858 | INFO | MainThread | epoch 2 dev metrics per-label F1: digital_content_or_services=0.822, none=0.351, other=0.000, physical_goods=0.878, physical_services=0.582
2026-08-18 01:40:19,952 | INFO | MainThread | epoch 2: new best macro_f1=0.527, saved to runs/st1-classifier-roberta-dropout0/best
2026-08-18 01:41:36,450 | INFO | MainThread | epoch 3: mean train loss = 0.5054
2026-08-18 01:41:45,679 | INFO | MainThread | epoch 3 dev metrics: accuracy=0.855, macro_f1=0.559, loss=0.433
2026-08-18 01:41:45,679 | INFO | MainThread | epoch 3 dev metrics per-label F1: digital_content_or_services=0.882, none=0.333, other=0.000, physical_goods=0.883, physical_services=0.698
2026-08-18 01:41:45,788 | INFO | MainThread | epoch 3: new best macro_f1=0.559, saved to runs/st1-classifier-roberta-dropout0/best
2026-08-18 01:43:02,403 | INFO | MainThread | epoch 4: mean train loss = 0.4353
2026-08-18 01:43:11,919 | INFO | MainThread | epoch 4 dev metrics: accuracy=0.875, macro_f1=0.595, loss=0.437
2026-08-18 01:43:11,919 | INFO | MainThread | epoch 4 dev metrics per-label F1: digital_content_or_services=0.888, none=0.389, other=0.000, physical_goods=0.912, physical_services=0.786
2026-08-18 01:43:12,110 | INFO | MainThread | epoch 4: new best macro_f1=0.595, saved to runs/st1-classifier-roberta-dropout0/best
2026-08-18 01:44:27,923 | INFO | MainThread | epoch 5: mean train loss = 0.3574
2026-08-18 01:44:37,335 | INFO | MainThread | epoch 5 dev metrics: accuracy=0.875, macro_f1=0.598, loss=0.422
2026-08-18 01:44:37,335 | INFO | MainThread | epoch 5 dev metrics per-label F1: digital_content_or_services=0.888, none=0.353, other=0.000, physical_goods=0.904, physical_services=0.846
2026-08-18 01:44:37,450 | INFO | MainThread | epoch 5: new best macro_f1=0.598, saved to runs/st1-classifier-roberta-dropout0/best
2026-08-18 01:44:37,563 | INFO | MainThread | saved final epoch adapter to runs/st1-classifier-roberta-dropout0/last (best dev macro_f1=0.598)
2026-08-18 01:44:37,563 | INFO | MainThread | reloading best-dev checkpoint from runs/st1-classifier-roberta-dropout0/best for the test-holdout pass (generalization check, not used for model selection)
2026-08-18 01:44:47,425 | INFO | MainThread | test holdout metrics: accuracy=0.854, macro_f1=0.507, loss=0.454
2026-08-18 01:44:47,425 | INFO | MainThread | test holdout metrics per-label F1: digital_content_or_services=0.884, none=0.111, other=0.000, physical_goods=0.883, physical_services=0.656
