2026-08-15 17:32:14,061 | INFO | MainThread | logging to runs/run_20260815_173214_full_gpt-5.4.log
2026-08-15 17:32:14,061 | INFO | MainThread | config: target=runs/integration_validation/batch2.jsonl model=gpt-5.4 context=full sample_size=None max_concurrency=12 st3_only=True lean_prompt=False df_path=None few_shot=False few_shot_n=1 out=runs/submission_gpt_20260815_173214.jsonl seed=None
2026-08-15 17:32:14,061 | INFO | MainThread | system prompt: full st3-only (5867 chars)
2026-08-15 17:32:18,910 | INFO | MainThread | wrote 60 predictions to runs/submission_gpt_20260815_173214.jsonl
2026-08-15 17:32:18,910 | INFO | MainThread | copied predictions to submission_gpt_st3.jsonl (canonical submission file)
2026-08-15 17:32:18,910 | INFO | MainThread | wrote 41 misclassified instance(s) to runs/submission_gpt_error_20260815_173214.jsonl
2026-08-15 17:32:18,910 | INFO | MainThread | === Distinct gold labels observed, by tier ===
2026-08-15 17:32:18,910 | INFO | MainThread | [ST1 - commercial type]     ['digital_content_or_services', 'none', 'physical_goods', 'physical_services']
2026-08-15 17:32:18,910 | INFO | MainThread | [ST2 - product category]    ['apps', 'creator_community', 'fashion', 'financial', 'food', 'gambling', 'gambling_adjacent', 'hardware_electronics', 'health', 'other', 'toys']
2026-08-15 17:32:18,910 | INFO | MainThread | [ST3 - compliance flags]    ['age_restricted_or_prohibited_product', 'direct_exhortation', 'hfss_food_marketing', 'inadequate_disclosure', 'misleading_claim', 'no_flag', 'undisclosed_advertising']
2026-08-15 17:32:18,910 | INFO | MainThread | Evaluation:
2026-08-15 17:32:18,910 | INFO | MainThread |   st3_macro_f1: 0.429
2026-08-15 17:32:18,910 | INFO | MainThread |   st3_family_macro_f1: 0.561
2026-08-15 17:32:18,911 | INFO | MainThread |   st3 per-label F1: age_restricted_or_prohibited_product=0.857, direct_exhortation=0.000, hfss_food_marketing=0.500, inadequate_disclosure=0.000, misleading_claim=0.701, no_flag=0.118, undisclosed_advertising=0.828
2026-08-15 17:32:18,911 | INFO | MainThread |   st3_family per-label F1: content=0.709, disclosure=0.619, housekeeping=0.118, product=0.800
2026-08-15 17:32:18,911 | INFO | MainThread | === Prediction diagnostics ===
2026-08-15 17:32:18,911 | INFO | MainThread | [st3] label distribution (gold / pred):
2026-08-15 17:32:18,911 | INFO | MainThread |   age_restricted_or_prohibited_product: gold=4, pred=3
2026-08-15 17:32:18,911 | INFO | MainThread |   direct_exhortation: gold=9, pred=0
2026-08-15 17:32:18,911 | INFO | MainThread |   hfss_food_marketing: gold=1, pred=3
2026-08-15 17:32:18,911 | INFO | MainThread |   inadequate_disclosure: gold=13, pred=0
2026-08-15 17:32:18,911 | INFO | MainThread |   misleading_claim: gold=27, pred=50
2026-08-15 17:32:18,911 | INFO | MainThread |   no_flag: gold=14, pred=3
2026-08-15 17:32:18,911 | INFO | MainThread |   undisclosed_advertising: gold=12, pred=17
2026-08-15 17:32:18,911 | INFO | MainThread | [st3] gold x pred cross-product counts (gold -> pred: count):
2026-08-15 17:32:18,911 | INFO | MainThread |   misleading_claim -> misleading_claim: 27
2026-08-15 17:32:18,911 | INFO | MainThread |   undisclosed_advertising -> undisclosed_advertising: 12
2026-08-15 17:32:18,911 | INFO | MainThread |   inadequate_disclosure -> misleading_claim: 11
2026-08-15 17:32:18,911 | INFO | MainThread |   no_flag -> misleading_claim: 10
2026-08-15 17:32:18,911 | INFO | MainThread |   direct_exhortation -> misleading_claim: 8
2026-08-15 17:32:18,911 | INFO | MainThread |   undisclosed_advertising -> misleading_claim: 8
2026-08-15 17:32:18,911 | INFO | MainThread |   misleading_claim -> undisclosed_advertising: 5
2026-08-15 17:32:18,911 | INFO | MainThread |   age_restricted_or_prohibited_product -> misleading_claim: 4
2026-08-15 17:32:18,911 | INFO | MainThread |   age_restricted_or_prohibited_product -> age_restricted_or_prohibited_product: 3
2026-08-15 17:32:18,912 | INFO | MainThread |   direct_exhortation -> undisclosed_advertising: 3
2026-08-15 17:32:18,912 | INFO | MainThread |   misleading_claim -> hfss_food_marketing: 3
2026-08-15 17:32:18,912 | INFO | MainThread |   no_flag -> undisclosed_advertising: 3
2026-08-15 17:32:18,912 | INFO | MainThread |   age_restricted_or_prohibited_product -> undisclosed_advertising: 2
2026-08-15 17:32:18,912 | INFO | MainThread |   inadequate_disclosure -> no_flag: 2
2026-08-15 17:32:18,912 | INFO | MainThread |   age_restricted_or_prohibited_product -> hfss_food_marketing: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   direct_exhortation -> hfss_food_marketing: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   hfss_food_marketing -> hfss_food_marketing: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   hfss_food_marketing -> misleading_claim: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   hfss_food_marketing -> undisclosed_advertising: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   inadequate_disclosure -> undisclosed_advertising: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   misleading_claim -> age_restricted_or_prohibited_product: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   no_flag -> no_flag: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   undisclosed_advertising -> age_restricted_or_prohibited_product: 1
2026-08-15 17:32:18,912 | INFO | MainThread |   undisclosed_advertising -> hfss_food_marketing: 1
