2026-08-18 01:04:57,538 | INFO | MainThread | logging to runs/run_20260818_010457_lora_train_st1_classifier_FacebookAI_roberta-base.log
2026-08-18 01:04:57,538 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'max_length': 512, 'truncation_side': 'right', 'page_token_budget': 400, 'epochs': 5, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'head_lr': None, 'warmup_ratio': 0.06, 'lora_r': 8, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,value', 'class_weight': True, 'oversample_rare_st1': 3, 'undersample_majority_st1': 1, 'oversample_first': False, 'sample_size': None, 'test_holdout': 500, 'split_seed': None, 'seed': 42, 'device': None, 'output_dir': 'runs/st1-classifier-roberta-pagebudget400', 'no_wandb': True} device=cuda
2026-08-18 01:04:57,676 | INFO | MainThread | train/test-holdout split (fresh random split every run unless --split-seed is pinned): split_seed=223309766 train=1853 test_holdout=500
2026-08-18 01:04:57,677 | INFO | MainThread | train=1853 dist=digital_content_or_services=843 (45.5%), none=27 (1.5%), other=2 (0.1%), physical_goods=887 (47.9%), physical_services=94 (5.1%)
2026-08-18 01:04:57,677 | INFO | MainThread | dev=504 dist=digital_content_or_services=248, none=14, other=0, physical_goods=218, physical_services=24
2026-08-18 01:04:57,678 | INFO | MainThread | oversampled rare st1 labels ['none', 'other'] 3x: train now 1911 instances
2026-08-18 01:04:57,832 | INFO | MainThread | class_weight: digital_content_or_services=2.267, none=23.593, other=50.000, physical_goods=2.154, physical_services=20.330
2026-08-18 01:06:17,504 | INFO | MainThread | epoch 1: mean train loss = 1.4337
2026-08-18 01:06:26,963 | INFO | MainThread | epoch 1 dev metrics: accuracy=0.496, macro_f1=0.294, loss=1.084
2026-08-18 01:06:26,963 | INFO | MainThread | epoch 1 dev metrics per-label F1: digital_content_or_services=0.714, none=0.053, other=0.000, physical_goods=0.520, physical_services=0.186
2026-08-18 01:06:27,070 | INFO | MainThread | epoch 1: new best macro_f1=0.294, saved to runs/st1-classifier-roberta-pagebudget400/best
2026-08-18 01:07:45,920 | INFO | MainThread | epoch 2: mean train loss = 0.7741
2026-08-18 01:07:55,401 | INFO | MainThread | epoch 2 dev metrics: accuracy=0.847, macro_f1=0.527, loss=0.475
2026-08-18 01:07:55,401 | INFO | MainThread | epoch 2 dev metrics per-label F1: digital_content_or_services=0.877, none=0.276, other=0.000, physical_goods=0.884, physical_services=0.596
2026-08-18 01:07:55,517 | INFO | MainThread | epoch 2: new best macro_f1=0.527, saved to runs/st1-classifier-roberta-pagebudget400/best
2026-08-18 01:09:14,275 | INFO | MainThread | epoch 3: mean train loss = 0.5563
2026-08-18 01:09:23,930 | INFO | MainThread | epoch 3 dev metrics: accuracy=0.857, macro_f1=0.549, loss=0.447
2026-08-18 01:09:23,930 | INFO | MainThread | epoch 3 dev metrics per-label F1: digital_content_or_services=0.881, none=0.250, other=0.000, physical_goods=0.887, physical_services=0.727
2026-08-18 01:09:24,032 | INFO | MainThread | epoch 3: new best macro_f1=0.549, saved to runs/st1-classifier-roberta-pagebudget400/best
2026-08-18 01:10:43,268 | INFO | MainThread | epoch 4: mean train loss = 0.3995
2026-08-18 01:10:52,984 | INFO | MainThread | epoch 4 dev metrics: accuracy=0.877, macro_f1=0.616, loss=0.429
2026-08-18 01:10:52,984 | INFO | MainThread | epoch 4 dev metrics per-label F1: digital_content_or_services=0.893, none=0.444, other=0.000, physical_goods=0.899, physical_services=0.846
2026-08-18 01:10:53,095 | INFO | MainThread | epoch 4: new best macro_f1=0.616, saved to runs/st1-classifier-roberta-pagebudget400/best
2026-08-18 01:12:11,005 | INFO | MainThread | epoch 5: mean train loss = 0.3369
2026-08-18 01:12:18,684 | INFO | MainThread | epoch 5 dev metrics: accuracy=0.879, macro_f1=0.614, loss=0.437
2026-08-18 01:12:18,684 | INFO | MainThread | epoch 5 dev metrics per-label F1: digital_content_or_services=0.894, none=0.457, other=0.000, physical_goods=0.904, physical_services=0.815
2026-08-18 01:12:18,800 | INFO | MainThread | saved final epoch adapter to runs/st1-classifier-roberta-pagebudget400/last (best dev macro_f1=0.616)
2026-08-18 01:12:18,800 | INFO | MainThread | reloading best-dev checkpoint from runs/st1-classifier-roberta-pagebudget400/best for the test-holdout pass (generalization check, not used for model selection)
2026-08-18 01:12:24,689 | INFO | MainThread | test holdout metrics: accuracy=0.872, macro_f1=0.558, loss=0.382
2026-08-18 01:12:24,689 | INFO | MainThread | test holdout metrics per-label F1: digital_content_or_services=0.892, none=0.364, other=0.000, physical_goods=0.906, physical_services=0.627
