2026-08-17 21:57:44,258 | INFO | MainThread | logging to runs/run_20260817_215744_lora_train_st1_classifier_FacebookAI_roberta-base.log
2026-08-17 21:57:44,258 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'max_length': 512, 'epochs': 5, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'head_lr': None, 'warmup_ratio': 0.06, 'lora_r': 8, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,value', 'class_weight': True, 'oversample_rare_st1': 1, 'undersample_majority_st1': 3, 'sample_size': None, 'test_holdout': 500, 'split_seed': None, 'seed': 42, 'device': None, 'output_dir': 'runs/st1-classifier-roberta-undersample3', 'no_wandb': True} device=cuda
2026-08-17 21:57:44,491 | INFO | MainThread | train/test-holdout split (fresh random split every run unless --split-seed is pinned): split_seed=1063274384 train=1853 test_holdout=500
2026-08-17 21:57:44,493 | INFO | MainThread | train=1853 dist=digital_content_or_services=848 (45.8%), none=28 (1.5%), other=2 (0.1%), physical_goods=885 (47.8%), physical_services=90 (4.9%)
2026-08-17 21:57:44,494 | INFO | MainThread | dev=504 dist=digital_content_or_services=248, none=14, other=0, physical_goods=218, physical_services=24
2026-08-17 21:57:44,497 | INFO | MainThread | undersampled majority st1 labels ['digital_content_or_services', 'physical_goods'] to 1/3: train now 697 instances
2026-08-17 21:57:44,780 | INFO | MainThread | class_weight: digital_content_or_services=2.472, none=24.893, other=50.000, physical_goods=2.363, physical_services=7.744
2026-08-17 21:58:44,006 | INFO | MainThread | epoch 1: mean train loss = 1.5181
2026-08-17 21:59:02,234 | INFO | MainThread | epoch 1 dev metrics: accuracy=0.359, macro_f1=0.147, loss=1.387
2026-08-17 21:59:02,234 | INFO | MainThread | epoch 1 dev metrics per-label F1: digital_content_or_services=0.586, none=0.000, other=0.000, physical_goods=0.000, physical_services=0.150
2026-08-17 21:59:02,352 | INFO | MainThread | epoch 1: new best macro_f1=0.147, saved to runs/st1-classifier-roberta-undersample3/best
2026-08-17 21:59:46,385 | INFO | MainThread | epoch 2: mean train loss = 1.4212
2026-08-17 22:00:00,708 | INFO | MainThread | epoch 2 dev metrics: accuracy=0.645, macro_f1=0.332, loss=1.091
2026-08-17 22:00:00,709 | INFO | MainThread | epoch 2 dev metrics per-label F1: digital_content_or_services=0.735, none=0.000, other=0.000, physical_goods=0.500, physical_services=0.424
2026-08-17 22:00:00,814 | INFO | MainThread | epoch 2: new best macro_f1=0.332, saved to runs/st1-classifier-roberta-undersample3/best
2026-08-17 22:00:44,280 | INFO | MainThread | epoch 3: mean train loss = 1.3420
2026-08-17 22:00:58,761 | INFO | MainThread | epoch 3 dev metrics: accuracy=0.788, macro_f1=0.421, loss=0.730
2026-08-17 22:00:58,761 | INFO | MainThread | epoch 3 dev metrics per-label F1: digital_content_or_services=0.835, none=0.000, other=0.000, physical_goods=0.796, physical_services=0.473
2026-08-17 22:00:58,862 | INFO | MainThread | epoch 3: new best macro_f1=0.421, saved to runs/st1-classifier-roberta-undersample3/best
2026-08-17 22:01:42,861 | INFO | MainThread | epoch 4: mean train loss = 1.0485
2026-08-17 22:01:57,179 | INFO | MainThread | epoch 4 dev metrics: accuracy=0.744, macro_f1=0.489, loss=0.769
2026-08-17 22:01:57,179 | INFO | MainThread | epoch 4 dev metrics per-label F1: digital_content_or_services=0.806, none=0.258, other=0.000, physical_goods=0.803, physical_services=0.578
2026-08-17 22:01:57,281 | INFO | MainThread | epoch 4: new best macro_f1=0.489, saved to runs/st1-classifier-roberta-undersample3/best
2026-08-17 22:02:46,374 | INFO | MainThread | epoch 5: mean train loss = 0.9142
2026-08-17 22:03:05,016 | INFO | MainThread | epoch 5 dev metrics: accuracy=0.806, macro_f1=0.518, loss=0.590
2026-08-17 22:03:05,016 | INFO | MainThread | epoch 5 dev metrics per-label F1: digital_content_or_services=0.857, none=0.316, other=0.000, physical_goods=0.814, physical_services=0.604
2026-08-17 22:03:05,131 | INFO | MainThread | epoch 5: new best macro_f1=0.518, saved to runs/st1-classifier-roberta-undersample3/best
2026-08-17 22:03:05,239 | INFO | MainThread | saved final epoch adapter to runs/st1-classifier-roberta-undersample3/last (best dev macro_f1=0.518)
2026-08-17 22:03:05,239 | INFO | MainThread | reloading best-dev checkpoint from runs/st1-classifier-roberta-undersample3/best for the test-holdout pass (generalization check, not used for model selection)
2026-08-17 22:03:25,368 | INFO | MainThread | test holdout metrics: accuracy=0.832, macro_f1=0.521, loss=0.561
2026-08-17 22:03:25,368 | INFO | MainThread | test holdout metrics per-label F1: digital_content_or_services=0.843, none=0.222, other=0.000, physical_goods=0.875, physical_services=0.667
