2026-08-03 19:31:31,891 | INFO | MainThread | logging to runs/run_20260803_193131_full_gpt-5.4.log
2026-08-03 19:31:31,891 | INFO | MainThread | config: target=runs/prompt_tuning/run1/batch_iter7.jsonl model=gpt-5.4 context=full sample_size=None max_concurrency=8 out=runs/submission_gpt_20260803_193131.jsonl
2026-08-03 19:31:34,946 | INFO | MainThread | wrote 10 predictions to runs/submission_gpt_20260803_193131.jsonl
2026-08-03 19:31:34,947 | INFO | MainThread | copied predictions to submission_gpt.jsonl (canonical submission file)
2026-08-03 19:31:34,947 | INFO | MainThread | wrote 8 misclassified instance(s) to runs/submission_gpt_error_20260803_193131.jsonl
2026-08-03 19:31:34,947 | INFO | MainThread | === Distinct gold labels observed, by tier ===
2026-08-03 19:31:34,947 | INFO | MainThread | [ST1 - commercial type]     ['digital_content_or_services', 'none', 'physical_goods', 'physical_services']
2026-08-03 19:31:34,947 | INFO | MainThread | [ST2 - product category]    ['apps', 'creator_community', 'education', 'fashion', 'hardware_electronics', 'other']
2026-08-03 19:31:34,947 | INFO | MainThread | [ST3 - compliance flags]    ['direct_exhortation', 'inadequate_disclosure', 'misleading_claim', 'no_flag', 'undisclosed_advertising']
2026-08-03 19:31:34,947 | INFO | MainThread | Evaluation:
2026-08-03 19:31:34,947 | INFO | MainThread |   st1_macro_f1: 0.450
2026-08-03 19:31:34,947 | INFO | MainThread |   st2_macro_f1: 0.537
2026-08-03 19:31:34,947 | INFO | MainThread |   st3_macro_f1: 0.500
2026-08-03 19:31:34,947 | INFO | MainThread |   st3_family_macro_f1: 0.523
2026-08-03 19:31:34,947 | INFO | MainThread |   mean_macro_f1: 0.496
