2026-08-17 22:01:36,649 | INFO | MainThread | logging to runs/run_20260817_220136_lora_train_st1_classifier_FacebookAI_roberta-base.log
2026-08-17 22:01:36,650 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'max_length': 512, 'epochs': 1, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'head_lr': None, 'warmup_ratio': 0.06, 'lora_r': 8, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,value', 'class_weight': True, 'oversample_rare_st1': 3, 'undersample_majority_st1': 2, 'oversample_first': True, 'sample_size': 64, 'test_holdout': 8, 'split_seed': None, 'seed': 42, 'device': None, 'output_dir': '/tmp/smoke_order', 'no_wandb': True} device=cuda
2026-08-17 22:01:36,855 | INFO | MainThread | train/test-holdout split (fresh random split every run unless --split-seed is pinned): split_seed=350810171 train=2345 test_holdout=8
2026-08-17 22:01:36,857 | INFO | MainThread | train=64 dist=digital_content_or_services=33 (51.6%), none=1 (1.6%), other=0 (0.0%), physical_goods=25 (39.1%), physical_services=5 (7.8%)
2026-08-17 22:01:36,857 | INFO | MainThread | dev=64 dist=digital_content_or_services=27, none=0, other=0, physical_goods=36, physical_services=1
2026-08-17 22:01:36,858 | INFO | MainThread | oversampled rare st1 labels ['none', 'other'] 3x: train now 66 instances
2026-08-17 22:01:36,858 | INFO | MainThread | undersampled majority st1 labels ['digital_content_or_services', 'physical_goods', 'physical_services'] to 1/2: train now 33 instances
2026-08-17 22:01:37,215 | INFO | MainThread | class_weight: digital_content_or_services=2.062, none=11.000, other=33.000, physical_goods=2.750, physical_services=16.500
2026-08-17 22:01:42,792 | INFO | MainThread | epoch 1: mean train loss = 1.6189
2026-08-17 22:01:45,147 | INFO | MainThread | epoch 1 dev metrics: accuracy=0.422, macro_f1=0.119, loss=1.540
2026-08-17 22:01:45,148 | INFO | MainThread | epoch 1 dev metrics per-label F1: digital_content_or_services=0.593, none=0.000, other=0.000, physical_goods=0.000, physical_services=0.000
2026-08-17 22:01:45,266 | INFO | MainThread | epoch 1: new best macro_f1=0.119, saved to /tmp/smoke_order/best
2026-08-17 22:01:45,409 | INFO | MainThread | saved final epoch adapter to /tmp/smoke_order/last (best dev macro_f1=0.119)
2026-08-17 22:01:45,410 | INFO | MainThread | reloading best-dev checkpoint from /tmp/smoke_order/best for the test-holdout pass (generalization check, not used for model selection)
2026-08-17 22:01:47,385 | INFO | MainThread | test holdout metrics: accuracy=0.250, macro_f1=0.080, loss=1.556
2026-08-17 22:01:47,385 | INFO | MainThread | test holdout metrics per-label F1: digital_content_or_services=0.400, none=0.000, other=0.000, physical_goods=0.000, physical_services=0.000
