2026-08-17 14:28:23,836 | INFO | MainThread | logging to runs/run_20260817_142823_lora_train_st1_none_FacebookAI_roberta-base.log
2026-08-17 14:28:23,836 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'max_length': 512, 'epochs': 5, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'head_lr': None, 'warmup_ratio': 0.06, 'lora_r': 256, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,value', 'class_weight': True, 'oversample_none': 1, 'threshold': 0.5, 'sample_size': None, 'seed': 42, 'device': None, 'output_dir': 'runs/lora_st1_none_roberta', 'no_wandb': True} device=cuda
2026-08-17 14:28:23,948 | INFO | MainThread | train=2353 (none=35, 1.5%) dev=504 (none=14, 2.8%)
2026-08-17 14:28:24,145 | INFO | MainThread | class_weight: not_none=1.015 none=50.000
2026-08-17 14:30:09,546 | INFO | MainThread | epoch 1: mean train loss = 0.8263
2026-08-17 14:30:18,918 | INFO | MainThread | epoch 1 dev metrics (threshold=0.05): accuracy=0.972, none_precision=0.000, none_recall=0.000, none_f1=0.000, not_none_f1=0.986, macro_f1=0.493, tp=0, fp=0, fn=14, tn=490
2026-08-17 14:30:19,220 | INFO | MainThread | epoch 1: new best macro_f1=0.493, saved to runs/lora_st1_none_roberta/best
2026-08-17 14:32:02,459 | INFO | MainThread | epoch 2: mean train loss = 0.7251
2026-08-17 14:32:11,883 | INFO | MainThread | epoch 2 dev metrics (threshold=0.05): accuracy=0.966, none_precision=0.000, none_recall=0.000, none_f1=0.000, not_none_f1=0.983, macro_f1=0.491, tp=0, fp=3, fn=14, tn=487
2026-08-17 14:33:54,522 | INFO | MainThread | epoch 3: mean train loss = 0.6640
2026-08-17 14:34:03,933 | INFO | MainThread | epoch 3 dev metrics (threshold=0.05): accuracy=0.970, none_precision=0.429, none_recall=0.214, none_f1=0.286, not_none_f1=0.985, macro_f1=0.635, tp=3, fp=4, fn=11, tn=486
2026-08-17 14:34:04,241 | INFO | MainThread | epoch 3: new best macro_f1=0.635, saved to runs/lora_st1_none_roberta/best
2026-08-17 14:35:47,171 | INFO | MainThread | epoch 4: mean train loss = 0.5340
2026-08-17 14:35:56,616 | INFO | MainThread | epoch 4 dev metrics (threshold=0.10): accuracy=0.972, none_precision=0.500, none_recall=0.357, none_f1=0.417, not_none_f1=0.986, macro_f1=0.701, tp=5, fp=5, fn=9, tn=485
2026-08-17 14:35:56,993 | INFO | MainThread | epoch 4: new best macro_f1=0.701, saved to runs/lora_st1_none_roberta/best
2026-08-17 14:37:40,305 | INFO | MainThread | epoch 5: mean train loss = 0.4746
2026-08-17 14:37:49,790 | INFO | MainThread | epoch 5 dev metrics (threshold=0.15): accuracy=0.972, none_precision=0.500, none_recall=0.357, none_f1=0.417, not_none_f1=0.986, macro_f1=0.701, tp=5, fp=5, fn=9, tn=485
2026-08-17 14:37:50,009 | INFO | MainThread | saved final epoch adapter to runs/lora_st1_none_roberta/last (best dev macro_f1=0.701)
