2026-08-15 18:03:03,434 | INFO | MainThread | logging to runs/run_20260815_180303_full_gpt-5.4.log
2026-08-15 18:03:03,434 | INFO | MainThread | config: target=public_data_dev/dev.jsonl model=gpt-5.4 context=full sample_size=None max_concurrency=20 st3_only=True lean_prompt=False df_path=None few_shot=False few_shot_n=1 out=runs/submission_gpt_20260815_180303.jsonl seed=None
2026-08-15 18:03:03,434 | INFO | MainThread | system prompt: full st3-only (5867 chars)
2026-08-15 18:03:26,642 | INFO | MainThread | wrote 504 predictions to runs/submission_gpt_20260815_180303.jsonl
2026-08-15 18:03:26,642 | INFO | MainThread | copied predictions to submission_gpt_st3.jsonl (canonical submission file)
2026-08-15 18:03:26,642 | INFO | MainThread | wrote 315 misclassified instance(s) to runs/submission_gpt_error_20260815_180303.jsonl
2026-08-15 18:03:26,642 | INFO | MainThread | === Distinct gold labels observed, by tier ===
2026-08-15 18:03:26,642 | INFO | MainThread | [ST1 - commercial type]     ['digital_content_or_services', 'none', 'physical_goods', 'physical_services']
2026-08-15 18:03:26,642 | INFO | MainThread | [ST2 - product category]    ['apps', 'creator_community', 'education', 'fashion', 'financial', 'food', 'gambling', 'gambling_adjacent', 'hardware_electronics', 'health', 'other', 'toys']
2026-08-15 18:03:26,642 | INFO | MainThread | [ST3 - compliance flags]    ['age_restricted_or_prohibited_product', 'direct_exhortation', 'hfss_food_marketing', 'inadequate_disclosure', 'insufficient_context', 'misleading_claim', 'no_flag', 'undisclosed_advertising']
2026-08-15 18:03:26,644 | INFO | MainThread | Evaluation:
2026-08-15 18:03:26,644 | INFO | MainThread |   st3_macro_f1: 0.380
2026-08-15 18:03:26,644 | INFO | MainThread |   st3_family_macro_f1: 0.605
2026-08-15 18:03:26,644 | INFO | MainThread |   st3 per-label F1: age_restricted_or_prohibited_product=0.875, direct_exhortation=0.000, hfss_food_marketing=0.462, inadequate_disclosure=0.000, insufficient_context=0.000, misleading_claim=0.759, no_flag=0.255, undisclosed_advertising=0.693
2026-08-15 18:03:26,644 | INFO | MainThread |   st3_family per-label F1: content=0.792, disclosure=0.619, housekeeping=0.253, product=0.756
2026-08-15 18:03:26,644 | INFO | MainThread | === Prediction diagnostics ===
2026-08-15 18:03:26,644 | INFO | MainThread | [st3] label distribution (gold / pred):
2026-08-15 18:03:26,644 | INFO | MainThread |   age_restricted_or_prohibited_product: gold=16, pred=16
2026-08-15 18:03:26,644 | INFO | MainThread |   direct_exhortation: gold=77, pred=0
2026-08-15 18:03:26,644 | INFO | MainThread |   hfss_food_marketing: gold=5, pred=8
2026-08-15 18:03:26,644 | INFO | MainThread |   inadequate_disclosure: gold=118, pred=0
2026-08-15 18:03:26,644 | INFO | MainThread |   insufficient_context: gold=7, pred=2
2026-08-15 18:03:26,644 | INFO | MainThread |   misleading_claim: gold=260, pred=415
2026-08-15 18:03:26,644 | INFO | MainThread |   no_flag: gold=127, pred=30
2026-08-15 18:03:26,644 | INFO | MainThread |   undisclosed_advertising: gold=74, pred=131
2026-08-15 18:03:26,645 | INFO | MainThread | [st3] gold x pred cross-product counts (gold -> pred: count):
2026-08-15 18:03:26,645 | INFO | MainThread |   misleading_claim -> misleading_claim: 256
2026-08-15 18:03:26,645 | INFO | MainThread |   no_flag -> misleading_claim: 96
2026-08-15 18:03:26,645 | INFO | MainThread |   inadequate_disclosure -> misleading_claim: 95
2026-08-15 18:03:26,645 | INFO | MainThread |   direct_exhortation -> misleading_claim: 71
2026-08-15 18:03:26,645 | INFO | MainThread |   undisclosed_advertising -> undisclosed_advertising: 71
2026-08-15 18:03:26,645 | INFO | MainThread |   misleading_claim -> undisclosed_advertising: 51
2026-08-15 18:03:26,645 | INFO | MainThread |   undisclosed_advertising -> misleading_claim: 50
2026-08-15 18:03:26,645 | INFO | MainThread |   inadequate_disclosure -> undisclosed_advertising: 29
2026-08-15 18:03:26,645 | INFO | MainThread |   direct_exhortation -> undisclosed_advertising: 25
2026-08-15 18:03:26,645 | INFO | MainThread |   no_flag -> no_flag: 20
2026-08-15 18:03:26,645 | INFO | MainThread |   age_restricted_or_prohibited_product -> age_restricted_or_prohibited_product: 14
2026-08-15 18:03:26,645 | INFO | MainThread |   no_flag -> undisclosed_advertising: 14
2026-08-15 18:03:26,645 | INFO | MainThread |   age_restricted_or_prohibited_product -> misleading_claim: 12
2026-08-15 18:03:26,645 | INFO | MainThread |   inadequate_disclosure -> no_flag: 9
2026-08-15 18:03:26,645 | INFO | MainThread |   misleading_claim -> age_restricted_or_prohibited_product: 9
2026-08-15 18:03:26,645 | INFO | MainThread |   age_restricted_or_prohibited_product -> undisclosed_advertising: 8
2026-08-15 18:03:26,645 | INFO | MainThread |   insufficient_context -> undisclosed_advertising: 7
2026-08-15 18:03:26,646 | INFO | MainThread |   undisclosed_advertising -> age_restricted_or_prohibited_product: 7
2026-08-15 18:03:26,646 | INFO | MainThread |   direct_exhortation -> hfss_food_marketing: 4
2026-08-15 18:03:26,646 | INFO | MainThread |   hfss_food_marketing -> hfss_food_marketing: 3
2026-08-15 18:03:26,646 | INFO | MainThread |   hfss_food_marketing -> misleading_claim: 3
2026-08-15 18:03:26,646 | INFO | MainThread |   inadequate_disclosure -> age_restricted_or_prohibited_product: 3
2026-08-15 18:03:26,646 | INFO | MainThread |   inadequate_disclosure -> hfss_food_marketing: 3
2026-08-15 18:03:26,646 | INFO | MainThread |   misleading_claim -> hfss_food_marketing: 3
2026-08-15 18:03:26,646 | INFO | MainThread |   undisclosed_advertising -> hfss_food_marketing: 3
2026-08-15 18:03:26,646 | INFO | MainThread |   direct_exhortation -> age_restricted_or_prohibited_product: 2
2026-08-15 18:03:26,646 | INFO | MainThread |   direct_exhortation -> no_flag: 2
2026-08-15 18:03:26,646 | INFO | MainThread |   hfss_food_marketing -> undisclosed_advertising: 2
2026-08-15 18:03:26,646 | INFO | MainThread |   inadequate_disclosure -> insufficient_context: 1
2026-08-15 18:03:26,646 | INFO | MainThread |   no_flag -> age_restricted_or_prohibited_product: 1
2026-08-15 18:03:26,646 | INFO | MainThread |   no_flag -> insufficient_context: 1
