2026-08-18 00:39:03,351 | INFO | MainThread | logging to runs/run_20260818_003903_lora_train_st1_classifier_FacebookAI_roberta-base.log
2026-08-18 00:39:03,351 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'max_length': 512, 'truncation_side': 'right', 'epochs': 5, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'head_lr': None, 'warmup_ratio': 0.06, 'lora_r': 8, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,value', 'class_weight': True, 'oversample_rare_st1': 3, 'undersample_majority_st1': 1, 'oversample_first': False, 'sample_size': None, 'test_holdout': 500, 'split_seed': None, 'seed': 42, 'device': None, 'output_dir': 'runs/st1-classifier-roberta-trunc-right', 'no_wandb': True} device=cuda
2026-08-18 00:39:03,501 | INFO | MainThread | train/test-holdout split (fresh random split every run unless --split-seed is pinned): split_seed=1165395778 train=1853 test_holdout=500
2026-08-18 00:39:03,503 | INFO | MainThread | train=1853 dist=digital_content_or_services=852 (46.0%), none=26 (1.4%), other=2 (0.1%), physical_goods=874 (47.2%), physical_services=99 (5.3%)
2026-08-18 00:39:03,503 | INFO | MainThread | dev=504 dist=digital_content_or_services=248, none=14, other=0, physical_goods=218, physical_services=24
2026-08-18 00:39:03,504 | INFO | MainThread | oversampled rare st1 labels ['none', 'other'] 3x: train now 1909 instances
2026-08-18 00:39:03,661 | INFO | MainThread | class_weight: digital_content_or_services=2.241, none=24.474, other=50.000, physical_goods=2.184, physical_services=19.283
2026-08-18 00:40:22,858 | INFO | MainThread | epoch 1: mean train loss = 1.4705
2026-08-18 00:40:32,276 | INFO | MainThread | epoch 1 dev metrics: accuracy=0.808, macro_f1=0.441, loss=0.720
2026-08-18 00:40:32,276 | INFO | MainThread | epoch 1 dev metrics per-label F1: digital_content_or_services=0.846, none=0.000, other=0.000, physical_goods=0.818, physical_services=0.542
2026-08-18 00:40:32,373 | INFO | MainThread | epoch 1: new best macro_f1=0.441, saved to runs/st1-classifier-roberta-trunc-right/best
2026-08-18 00:41:51,014 | INFO | MainThread | epoch 2: mean train loss = 0.8575
2026-08-18 00:42:00,382 | INFO | MainThread | epoch 2 dev metrics: accuracy=0.815, macro_f1=0.537, loss=0.554
2026-08-18 00:42:00,382 | INFO | MainThread | epoch 2 dev metrics per-label F1: digital_content_or_services=0.856, none=0.250, other=0.000, physical_goods=0.853, physical_services=0.727
2026-08-18 00:42:00,480 | INFO | MainThread | epoch 2: new best macro_f1=0.537, saved to runs/st1-classifier-roberta-trunc-right/best
2026-08-18 00:43:18,846 | INFO | MainThread | epoch 3: mean train loss = 0.5552
2026-08-18 00:43:28,569 | INFO | MainThread | epoch 3 dev metrics: accuracy=0.841, macro_f1=0.501, loss=0.452
2026-08-18 00:43:28,569 | INFO | MainThread | epoch 3 dev metrics per-label F1: digital_content_or_services=0.871, none=0.087, other=0.000, physical_goods=0.864, physical_services=0.681
2026-08-18 00:44:46,738 | INFO | MainThread | epoch 4: mean train loss = 0.4435
2026-08-18 00:44:56,152 | INFO | MainThread | epoch 4 dev metrics: accuracy=0.839, macro_f1=0.536, loss=0.462
2026-08-18 00:44:56,152 | INFO | MainThread | epoch 4 dev metrics per-label F1: digital_content_or_services=0.868, none=0.235, other=0.000, physical_goods=0.867, physical_services=0.711
2026-08-18 00:46:13,641 | INFO | MainThread | epoch 5: mean train loss = 0.3512
2026-08-18 00:46:21,313 | INFO | MainThread | epoch 5 dev metrics: accuracy=0.841, macro_f1=0.543, loss=0.456
2026-08-18 00:46:21,313 | INFO | MainThread | epoch 5 dev metrics per-label F1: digital_content_or_services=0.865, none=0.276, other=0.000, physical_goods=0.866, physical_services=0.708
2026-08-18 00:46:21,431 | INFO | MainThread | epoch 5: new best macro_f1=0.543, saved to runs/st1-classifier-roberta-trunc-right/best
2026-08-18 00:46:21,533 | INFO | MainThread | saved final epoch adapter to runs/st1-classifier-roberta-trunc-right/last (best dev macro_f1=0.543)
2026-08-18 00:46:21,533 | INFO | MainThread | reloading best-dev checkpoint from runs/st1-classifier-roberta-trunc-right/best for the test-holdout pass (generalization check, not used for model selection)
2026-08-18 00:46:27,476 | INFO | MainThread | test holdout metrics: accuracy=0.822, macro_f1=0.491, loss=0.582
2026-08-18 00:46:27,477 | INFO | MainThread | test holdout metrics per-label F1: digital_content_or_services=0.855, none=0.190, other=0.000, physical_goods=0.848, physical_services=0.560
