2026-08-12 14:07:05,232 | INFO | MainThread | logging to runs/run_20260812_140705_lora_train_FacebookAI_roberta-base.log
2026-08-12 14:07:05,232 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'df_path': None, 'lean_prompt': False, 'max_length': 512, 'epochs': 200, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'warmup_ratio': 0.06, 'lora_r': 64, 'lora_alpha': 128, 'lora_dropout': 0.1, 'target_modules': 'query,key,value,dense', 'st2_loss_weight': 1.0, 'st3_loss_weight': 2.0, 'pos_weight': True, 'threshold': 0.5, 'no_curriculum': False, 'curriculum_floor': 0.1, 'sample_size': None, 'seed': 42, 'device': None, 'output_dir': 'runs/lora-roberta', 'no_wandb': True} device=cuda
2026-08-12 14:07:05,354 | INFO | MainThread | train=2353 dev=504
2026-08-12 14:12:32,590 | INFO | MainThread | epoch 1: mean train loss = 4.5315
2026-08-12 14:13:27,048 | INFO | MainThread | epoch 1 dev metrics (tuned thresholds): st1_macro_f1=0.350, st2_macro_f1=0.190, st3_macro_f1=0.158, st3_family_macro_f1=0.257, mean_macro_f1=0.233
2026-08-12 14:13:27,048 | INFO | MainThread | epoch 1 dev st1 per-label F1: digital_content_or_services=0.746, none=0.000, physical_goods=0.655, physical_services=0.000
2026-08-12 14:13:27,049 | INFO | MainThread | epoch 1 dev st2 per-label F1: apps=0.507, creator_community=0.196, education=0.050, fashion=0.181, financial=0.076, food=0.203, gambling=0.020, gambling_adjacent=0.068, hardware_electronics=0.386, health=0.270, other=0.296, toys=0.031
2026-08-12 14:13:27,049 | INFO | MainThread | epoch 1 dev st3 per-label F1: age_restricted_or_prohibited_product=0.241, direct_exhortation=0.153, hfss_food_marketing=0.000, inadequate_disclosure=0.142, insufficient_context=0.051, misleading_claim=0.204, no_flag=0.403, undisclosed_advertising=0.074
2026-08-12 14:13:27,049 | INFO | MainThread | epoch 1 dev st3_family per-label F1: content=0.211, disclosure=0.178, housekeeping=0.432, product=0.209
2026-08-12 14:13:27,180 | INFO | MainThread | epoch 1: new best mean_macro_f1=0.233, saved to runs/lora-roberta/best
2026-08-12 14:19:25,190 | INFO | MainThread | epoch 2: mean train loss = 3.7139
2026-08-12 14:20:24,489 | INFO | MainThread | epoch 2 dev metrics (tuned thresholds): st1_macro_f1=0.589, st2_macro_f1=0.419, st3_macro_f1=0.403, st3_family_macro_f1=0.466, mean_macro_f1=0.470
2026-08-12 14:20:24,489 | INFO | MainThread | epoch 2 dev st1 per-label F1: digital_content_or_services=0.864, none=0.000, physical_goods=0.843, physical_services=0.649
2026-08-12 14:20:24,489 | INFO | MainThread | epoch 2 dev st2 per-label F1: apps=0.713, creator_community=0.344, education=0.389, fashion=0.522, financial=0.478, food=0.667, gambling=0.027, gambling_adjacent=0.239, hardware_electronics=0.689, health=0.513, other=0.344, toys=0.103
2026-08-12 14:20:24,489 | INFO | MainThread | epoch 2 dev st3 per-label F1: age_restricted_or_prohibited_product=0.191, direct_exhortation=0.347, hfss_food_marketing=0.190, inadequate_disclosure=0.218, insufficient_context=0.714, misleading_claim=0.660, no_flag=0.478, undisclosed_advertising=0.429
2026-08-12 14:20:24,489 | INFO | MainThread | epoch 2 dev st3_family per-label F1: content=0.665, disclosure=0.447, housekeeping=0.487, product=0.267
2026-08-12 14:20:24,619 | INFO | MainThread | epoch 2: new best mean_macro_f1=0.470, saved to runs/lora-roberta/best
2026-08-12 14:26:18,777 | INFO | MainThread | epoch 3: mean train loss = 2.7815
2026-08-12 14:27:19,220 | INFO | MainThread | epoch 3 dev metrics (tuned thresholds): st1_macro_f1=0.597, st2_macro_f1=0.575, st3_macro_f1=0.459, st3_family_macro_f1=0.505, mean_macro_f1=0.544
2026-08-12 14:27:19,220 | INFO | MainThread | epoch 3 dev st1 per-label F1: digital_content_or_services=0.875, none=0.000, physical_goods=0.862, physical_services=0.649
2026-08-12 14:27:19,220 | INFO | MainThread | epoch 3 dev st2 per-label F1: apps=0.745, creator_community=0.420, education=0.600, fashion=0.527, financial=0.581, food=0.818, gambling=0.769, gambling_adjacent=0.326, hardware_electronics=0.786, health=0.642, other=0.435, toys=0.250
2026-08-12 14:27:19,220 | INFO | MainThread | epoch 3 dev st3 per-label F1: age_restricted_or_prohibited_product=0.333, direct_exhortation=0.317, hfss_food_marketing=0.333, inadequate_disclosure=0.280, insufficient_context=0.769, misleading_claim=0.727, no_flag=0.476, undisclosed_advertising=0.437
2026-08-12 14:27:19,220 | INFO | MainThread | epoch 3 dev st3_family per-label F1: content=0.725, disclosure=0.474, housekeeping=0.488, product=0.333
2026-08-12 14:27:19,341 | INFO | MainThread | epoch 3: new best mean_macro_f1=0.544, saved to runs/lora-roberta/best
2026-08-12 14:33:17,826 | INFO | MainThread | epoch 4: mean train loss = 2.3792
2026-08-12 14:34:17,312 | INFO | MainThread | epoch 4 dev metrics (tuned thresholds): st1_macro_f1=0.604, st2_macro_f1=0.622, st3_macro_f1=0.482, st3_family_macro_f1=0.570, mean_macro_f1=0.569
2026-08-12 14:34:17,312 | INFO | MainThread | epoch 4 dev st1 per-label F1: digital_content_or_services=0.872, none=0.000, physical_goods=0.859, physical_services=0.684
2026-08-12 14:34:17,312 | INFO | MainThread | epoch 4 dev st2 per-label F1: apps=0.752, creator_community=0.487, education=0.700, fashion=0.581, financial=0.667, food=0.831, gambling=0.727, gambling_adjacent=0.314, hardware_electronics=0.797, health=0.764, other=0.448, toys=0.400
2026-08-12 14:34:17,312 | INFO | MainThread | epoch 4 dev st3 per-label F1: age_restricted_or_prohibited_product=0.478, direct_exhortation=0.318, hfss_food_marketing=0.333, inadequate_disclosure=0.265, insufficient_context=0.714, misleading_claim=0.741, no_flag=0.492, undisclosed_advertising=0.514
