2026-08-10 13:34:03,049 | INFO | MainThread | logging to runs/run_20260810_133403_lora_train_FacebookAI_roberta-base.log
2026-08-10 13:34:03,049 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'df_path': None, 'max_length': 512, 'epochs': 10, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'warmup_ratio': 0.06, 'lora_r': 32, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,key,value,dense', 'st2_loss_weight': 1.0, 'st3_loss_weight': 1.0, 'pos_weight': True, 'threshold': 0.5, 'sample_size': None, 'seed': 42, 'device': None, 'output_dir': 'runs/lora_exp04_r32', 'no_wandb': True} device=cuda
2026-08-10 13:34:03,152 | INFO | MainThread | train=2353 dev=504
2026-08-10 13:39:36,722 | INFO | MainThread | epoch 1: mean train loss = 3.0746
2026-08-10 13:40:31,837 | INFO | MainThread | epoch 1 dev metrics (tuned thresholds): st1_macro_f1=0.582, st2_macro_f1=0.465, st3_macro_f1=0.267, st3_family_macro_f1=0.331, mean_macro_f1=0.438
2026-08-10 13:40:31,891 | INFO | MainThread | epoch 1: new best mean_macro_f1=0.438, saved to runs/lora_exp04_r32/best
2026-08-10 13:46:04,810 | INFO | MainThread | epoch 2: mean train loss = 1.9893
2026-08-10 13:46:59,976 | INFO | MainThread | epoch 2 dev metrics (tuned thresholds): st1_macro_f1=0.600, st2_macro_f1=0.605, st3_macro_f1=0.438, st3_family_macro_f1=0.525, mean_macro_f1=0.548
2026-08-10 13:47:00,029 | INFO | MainThread | epoch 2: new best mean_macro_f1=0.548, saved to runs/lora_exp04_r32/best
2026-08-10 13:52:30,746 | INFO | MainThread | epoch 3: mean train loss = 1.6502
2026-08-10 13:53:25,245 | INFO | MainThread | epoch 3 dev metrics (tuned thresholds): st1_macro_f1=0.594, st2_macro_f1=0.619, st3_macro_f1=0.479, st3_family_macro_f1=0.560, mean_macro_f1=0.564
2026-08-10 13:53:25,288 | INFO | MainThread | epoch 3: new best mean_macro_f1=0.564, saved to runs/lora_exp04_r32/best
2026-08-10 13:59:32,713 | INFO | MainThread | epoch 4: mean train loss = 1.4639
2026-08-10 14:00:34,811 | INFO | MainThread | epoch 4 dev metrics (tuned thresholds): st1_macro_f1=0.624, st2_macro_f1=0.631, st3_macro_f1=0.479, st3_family_macro_f1=0.548, mean_macro_f1=0.578
2026-08-10 14:00:34,907 | INFO | MainThread | epoch 4: new best mean_macro_f1=0.578, saved to runs/lora_exp04_r32/best
2026-08-10 14:06:44,876 | INFO | MainThread | epoch 5: mean train loss = 1.3400
2026-08-10 14:07:48,662 | INFO | MainThread | epoch 5 dev metrics (tuned thresholds): st1_macro_f1=0.637, st2_macro_f1=0.646, st3_macro_f1=0.495, st3_family_macro_f1=0.570, mean_macro_f1=0.593
2026-08-10 14:07:48,752 | INFO | MainThread | epoch 5: new best mean_macro_f1=0.593, saved to runs/lora_exp04_r32/best
2026-08-10 14:14:07,481 | INFO | MainThread | epoch 6: mean train loss = 1.2103
2026-08-10 14:15:11,546 | INFO | MainThread | epoch 6 dev metrics (tuned thresholds): st1_macro_f1=0.590, st2_macro_f1=0.628, st3_macro_f1=0.500, st3_family_macro_f1=0.559, mean_macro_f1=0.573
2026-08-10 14:21:48,143 | INFO | MainThread | epoch 7: mean train loss = 1.1286
2026-08-10 14:22:55,478 | INFO | MainThread | epoch 7 dev metrics (tuned thresholds): st1_macro_f1=0.602, st2_macro_f1=0.656, st3_macro_f1=0.523, st3_family_macro_f1=0.580, mean_macro_f1=0.594
2026-08-10 14:22:55,541 | INFO | MainThread | epoch 7: new best mean_macro_f1=0.594, saved to runs/lora_exp04_r32/best
