2026-08-10 15:47:23,490 | INFO | MainThread | logging to runs/run_20260810_154723_lora_train_FacebookAI_roberta-base.log
2026-08-10 15:47:23,490 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'df_path': None, 'max_length': 512, 'epochs': 10, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'warmup_ratio': 0.06, 'lora_r': 32, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,key,value,dense', 'st2_loss_weight': 1.0, 'st3_loss_weight': 1.0, 'pos_weight': True, 'threshold': 0.5, 'sample_size': None, 'seed': 42, 'device': None, 'output_dir': 'runs/lora_exp04_r32', 'no_wandb': True} device=cuda
2026-08-10 15:47:23,601 | INFO | MainThread | train=2353 dev=504
2026-08-10 15:52:47,373 | INFO | MainThread | epoch 1: mean train loss = 3.0696
2026-08-10 15:53:40,595 | INFO | MainThread | epoch 1 dev metrics (tuned thresholds): st1_macro_f1=0.590, st2_macro_f1=0.480, st3_macro_f1=0.293, st3_family_macro_f1=0.342, mean_macro_f1=0.454
2026-08-10 15:53:40,644 | INFO | MainThread | epoch 1: new best mean_macro_f1=0.454, saved to runs/lora_exp04_r32/best
2026-08-10 15:59:03,041 | INFO | MainThread | epoch 2: mean train loss = 1.9768
2026-08-10 15:59:56,143 | INFO | MainThread | epoch 2 dev metrics (tuned thresholds): st1_macro_f1=0.603, st2_macro_f1=0.620, st3_macro_f1=0.468, st3_family_macro_f1=0.561, mean_macro_f1=0.564
2026-08-10 15:59:56,193 | INFO | MainThread | epoch 2: new best mean_macro_f1=0.564, saved to runs/lora_exp04_r32/best
2026-08-10 16:05:18,515 | INFO | MainThread | epoch 3: mean train loss = 1.6338
2026-08-10 16:06:11,585 | INFO | MainThread | epoch 3 dev metrics (tuned thresholds): st1_macro_f1=0.604, st2_macro_f1=0.633, st3_macro_f1=0.495, st3_family_macro_f1=0.566, mean_macro_f1=0.577
2026-08-10 16:06:11,630 | INFO | MainThread | epoch 3: new best mean_macro_f1=0.577, saved to runs/lora_exp04_r32/best
2026-08-10 16:11:50,110 | INFO | MainThread | epoch 4: mean train loss = 1.4481
2026-08-10 16:12:46,926 | INFO | MainThread | epoch 4 dev metrics (tuned thresholds): st1_macro_f1=0.629, st2_macro_f1=0.657, st3_macro_f1=0.505, st3_family_macro_f1=0.564, mean_macro_f1=0.597
2026-08-10 16:12:46,973 | INFO | MainThread | epoch 4: new best mean_macro_f1=0.597, saved to runs/lora_exp04_r32/best
2026-08-10 16:18:28,352 | INFO | MainThread | epoch 5: mean train loss = 1.3203
2026-08-10 16:19:24,285 | INFO | MainThread | epoch 5 dev metrics (tuned thresholds): st1_macro_f1=0.642, st2_macro_f1=0.647, st3_macro_f1=0.500, st3_family_macro_f1=0.558, mean_macro_f1=0.596
2026-08-10 16:25:01,721 | INFO | MainThread | epoch 6: mean train loss = 1.1967
2026-08-10 16:25:57,760 | INFO | MainThread | epoch 6 dev metrics (tuned thresholds): st1_macro_f1=0.612, st2_macro_f1=0.638, st3_macro_f1=0.503, st3_family_macro_f1=0.568, mean_macro_f1=0.584
2026-08-10 16:31:36,892 | INFO | MainThread | epoch 7: mean train loss = 1.1076
2026-08-10 16:32:33,071 | INFO | MainThread | epoch 7 dev metrics (tuned thresholds): st1_macro_f1=0.630, st2_macro_f1=0.654, st3_macro_f1=0.529, st3_family_macro_f1=0.583, mean_macro_f1=0.604
2026-08-10 16:32:33,112 | INFO | MainThread | epoch 7: new best mean_macro_f1=0.604, saved to runs/lora_exp04_r32/best
2026-08-10 16:38:11,111 | INFO | MainThread | epoch 8: mean train loss = 1.0298
2026-08-10 16:39:06,823 | INFO | MainThread | epoch 8 dev metrics (tuned thresholds): st1_macro_f1=0.626, st2_macro_f1=0.652, st3_macro_f1=0.525, st3_family_macro_f1=0.577, mean_macro_f1=0.601
2026-08-10 16:44:37,143 | INFO | MainThread | epoch 9: mean train loss = 0.9799
2026-08-10 16:45:28,719 | INFO | MainThread | epoch 9 dev metrics (tuned thresholds): st1_macro_f1=0.627, st2_macro_f1=0.656, st3_macro_f1=0.526, st3_family_macro_f1=0.583, mean_macro_f1=0.603
2026-08-10 16:50:41,471 | INFO | MainThread | epoch 10: mean train loss = 0.9485
2026-08-10 16:51:33,011 | INFO | MainThread | epoch 10 dev metrics (tuned thresholds): st1_macro_f1=0.618, st2_macro_f1=0.653, st3_macro_f1=0.536, st3_family_macro_f1=0.590, mean_macro_f1=0.602
2026-08-10 16:51:33,057 | INFO | MainThread | saved final epoch adapter to runs/lora_exp04_r32/last (best dev mean_macro_f1=0.604)
