2026-08-11 13:41:51,964 | INFO | MainThread | logging to runs/run_20260811_134151_lora_train_FacebookAI_roberta-base.log
2026-08-11 13:41:51,964 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'df_path': None, 'lean_prompt': False, 'max_length': 512, 'epochs': 200, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'head_lr': None, 'warmup_ratio': 0.06, 'lora_r': 64, 'lora_alpha': 128, 'lora_dropout': 0.1, 'target_modules': 'query,key,value,dense', 'st2_loss_weight': 1.0, 'st3_loss_weight': 2.0, 'pos_weight': True, 'threshold': 0.5, 'sample_size': None, 'seed': 42, 'device': None, 'output_dir': 'runs/lora_roberta_good', 'no_wandb': True} device=cuda
2026-08-11 13:41:52,104 | INFO | MainThread | train=2353 dev=504
2026-08-11 13:43:01,708 | INFO | MainThread | epoch 1: mean train loss = 4.5345
2026-08-11 13:43:08,409 | INFO | MainThread | epoch 1 dev metrics (tuned thresholds): st1_macro_f1=0.346, st2_macro_f1=0.198, st3_macro_f1=0.165, st3_family_macro_f1=0.257, mean_macro_f1=0.237
2026-08-11 13:43:08,487 | INFO | MainThread | epoch 1: new best mean_macro_f1=0.237, saved to runs/lora_roberta_good/best
2026-08-11 13:44:53,068 | INFO | MainThread | epoch 2: mean train loss = 3.8190
2026-08-11 13:45:04,286 | INFO | MainThread | epoch 2 dev metrics (tuned thresholds): st1_macro_f1=0.578, st2_macro_f1=0.445, st3_macro_f1=0.403, st3_family_macro_f1=0.424, mean_macro_f1=0.475
2026-08-11 13:45:04,411 | INFO | MainThread | epoch 2: new best mean_macro_f1=0.475, saved to runs/lora_roberta_good/best
2026-08-11 13:47:08,832 | INFO | MainThread | epoch 3: mean train loss = 2.9490
2026-08-11 13:47:20,300 | INFO | MainThread | epoch 3 dev metrics (tuned thresholds): st1_macro_f1=0.583, st2_macro_f1=0.585, st3_macro_f1=0.430, st3_family_macro_f1=0.503, mean_macro_f1=0.532
2026-08-11 13:47:20,434 | INFO | MainThread | epoch 3: new best mean_macro_f1=0.532, saved to runs/lora_roberta_good/best
2026-08-11 13:49:24,034 | INFO | MainThread | epoch 4: mean train loss = 2.5366
2026-08-11 13:49:35,539 | INFO | MainThread | epoch 4 dev metrics (tuned thresholds): st1_macro_f1=0.606, st2_macro_f1=0.617, st3_macro_f1=0.462, st3_family_macro_f1=0.543, mean_macro_f1=0.562
2026-08-11 13:49:35,671 | INFO | MainThread | epoch 4: new best mean_macro_f1=0.562, saved to runs/lora_roberta_good/best
2026-08-11 13:51:39,685 | INFO | MainThread | epoch 5: mean train loss = 2.2638
2026-08-11 13:51:50,883 | INFO | MainThread | epoch 5 dev metrics (tuned thresholds): st1_macro_f1=0.606, st2_macro_f1=0.629, st3_macro_f1=0.474, st3_family_macro_f1=0.567, mean_macro_f1=0.570
2026-08-11 13:51:51,016 | INFO | MainThread | epoch 5: new best mean_macro_f1=0.570, saved to runs/lora_roberta_good/best
2026-08-11 13:53:55,644 | INFO | MainThread | epoch 6: mean train loss = 2.0034
2026-08-11 13:54:07,212 | INFO | MainThread | epoch 6 dev metrics (tuned thresholds): st1_macro_f1=0.599, st2_macro_f1=0.647, st3_macro_f1=0.529, st3_family_macro_f1=0.607, mean_macro_f1=0.592
2026-08-11 13:54:07,344 | INFO | MainThread | epoch 6: new best mean_macro_f1=0.592, saved to runs/lora_roberta_good/best
2026-08-11 13:56:11,135 | INFO | MainThread | epoch 7: mean train loss = 1.7570
2026-08-11 13:56:22,708 | INFO | MainThread | epoch 7 dev metrics (tuned thresholds): st1_macro_f1=0.618, st2_macro_f1=0.626, st3_macro_f1=0.568, st3_family_macro_f1=0.631, mean_macro_f1=0.604
2026-08-11 13:56:22,839 | INFO | MainThread | epoch 7: new best mean_macro_f1=0.604, saved to runs/lora_roberta_good/best
2026-08-11 13:57:55,126 | INFO | MainThread | epoch 8: mean train loss = 1.6670
2026-08-11 13:58:06,685 | INFO | MainThread | epoch 8 dev metrics (tuned thresholds): st1_macro_f1=0.624, st2_macro_f1=0.656, st3_macro_f1=0.579, st3_family_macro_f1=0.659, mean_macro_f1=0.620
2026-08-11 13:58:06,812 | INFO | MainThread | epoch 8: new best mean_macro_f1=0.620, saved to runs/lora_roberta_good/best
2026-08-11 14:00:12,057 | INFO | MainThread | epoch 9: mean train loss = 1.4202
2026-08-11 14:00:23,442 | INFO | MainThread | epoch 9 dev metrics (tuned thresholds): st1_macro_f1=0.593, st2_macro_f1=0.638, st3_macro_f1=0.531, st3_family_macro_f1=0.614, mean_macro_f1=0.588
2026-08-11 14:02:28,088 | INFO | MainThread | epoch 10: mean train loss = 1.3414
2026-08-11 14:02:39,854 | INFO | MainThread | epoch 10 dev metrics (tuned thresholds): st1_macro_f1=0.639, st2_macro_f1=0.645, st3_macro_f1=0.528, st3_family_macro_f1=0.605, mean_macro_f1=0.604
2026-08-11 14:04:44,067 | INFO | MainThread | epoch 11: mean train loss = 1.1901
2026-08-11 14:04:55,545 | INFO | MainThread | epoch 11 dev metrics (tuned thresholds): st1_macro_f1=0.591, st2_macro_f1=0.658, st3_macro_f1=0.523, st3_family_macro_f1=0.597, mean_macro_f1=0.591
2026-08-11 14:07:00,758 | INFO | MainThread | epoch 12: mean train loss = 1.0816
2026-08-11 14:07:12,047 | INFO | MainThread | epoch 12 dev metrics (tuned thresholds): st1_macro_f1=0.709, st2_macro_f1=0.637, st3_macro_f1=0.608, st3_family_macro_f1=0.660, mean_macro_f1=0.652
2026-08-11 14:07:12,198 | INFO | MainThread | epoch 12: new best mean_macro_f1=0.652, saved to runs/lora_roberta_good/best
2026-08-11 14:09:16,667 | INFO | MainThread | epoch 13: mean train loss = 0.9849
2026-08-11 14:09:28,206 | INFO | MainThread | epoch 13 dev metrics (tuned thresholds): st1_macro_f1=0.713, st2_macro_f1=0.631, st3_macro_f1=0.510, st3_family_macro_f1=0.590, mean_macro_f1=0.618
2026-08-11 14:11:26,319 | INFO | MainThread | epoch 14: mean train loss = 0.8419
2026-08-11 14:11:33,074 | INFO | MainThread | epoch 14 dev metrics (tuned thresholds): st1_macro_f1=0.663, st2_macro_f1=0.651, st3_macro_f1=0.572, st3_family_macro_f1=0.613, mean_macro_f1=0.628
2026-08-11 14:13:21,800 | INFO | MainThread | epoch 15: mean train loss = 0.7394
2026-08-11 14:13:33,412 | INFO | MainThread | epoch 15 dev metrics (tuned thresholds): st1_macro_f1=0.684, st2_macro_f1=0.636, st3_macro_f1=0.574, st3_family_macro_f1=0.642, mean_macro_f1=0.631
2026-08-11 14:15:38,549 | INFO | MainThread | epoch 16: mean train loss = 0.6088
2026-08-11 14:15:49,920 | INFO | MainThread | epoch 16 dev metrics (tuned thresholds): st1_macro_f1=0.689, st2_macro_f1=0.661, st3_macro_f1=0.607, st3_family_macro_f1=0.636, mean_macro_f1=0.653
2026-08-11 14:15:50,053 | INFO | MainThread | epoch 16: new best mean_macro_f1=0.653, saved to runs/lora_roberta_good/best
2026-08-11 14:17:54,359 | INFO | MainThread | epoch 17: mean train loss = 0.5244
2026-08-11 14:18:06,075 | INFO | MainThread | epoch 17 dev metrics (tuned thresholds): st1_macro_f1=0.577, st2_macro_f1=0.637, st3_macro_f1=0.585, st3_family_macro_f1=0.627, mean_macro_f1=0.600
2026-08-11 14:20:10,225 | INFO | MainThread | epoch 18: mean train loss = 0.4894
2026-08-11 14:20:21,897 | INFO | MainThread | epoch 18 dev metrics (tuned thresholds): st1_macro_f1=0.721, st2_macro_f1=0.638, st3_macro_f1=0.566, st3_family_macro_f1=0.648, mean_macro_f1=0.642
2026-08-11 14:22:27,155 | INFO | MainThread | epoch 19: mean train loss = 0.4360
2026-08-11 14:22:38,340 | INFO | MainThread | epoch 19 dev metrics (tuned thresholds): st1_macro_f1=0.700, st2_macro_f1=0.667, st3_macro_f1=0.543, st3_family_macro_f1=0.627, mean_macro_f1=0.637
2026-08-11 14:24:43,188 | INFO | MainThread | epoch 20: mean train loss = 0.3725
2026-08-11 14:24:54,848 | INFO | MainThread | epoch 20 dev metrics (tuned thresholds): st1_macro_f1=0.639, st2_macro_f1=0.646, st3_macro_f1=0.539, st3_family_macro_f1=0.631, mean_macro_f1=0.608
2026-08-11 14:26:29,161 | INFO | MainThread | epoch 21: mean train loss = 0.3199
2026-08-11 14:26:40,902 | INFO | MainThread | epoch 21 dev metrics (tuned thresholds): st1_macro_f1=0.707, st2_macro_f1=0.661, st3_macro_f1=0.602, st3_family_macro_f1=0.687, mean_macro_f1=0.657
2026-08-11 14:26:41,042 | INFO | MainThread | epoch 21: new best mean_macro_f1=0.657, saved to runs/lora_roberta_good/best
2026-08-11 14:28:45,116 | INFO | MainThread | epoch 22: mean train loss = 0.2977
2026-08-11 14:28:56,725 | INFO | MainThread | epoch 22 dev metrics (tuned thresholds): st1_macro_f1=0.650, st2_macro_f1=0.657, st3_macro_f1=0.568, st3_family_macro_f1=0.646, mean_macro_f1=0.625
2026-08-11 14:31:02,016 | INFO | MainThread | epoch 23: mean train loss = 0.3213
2026-08-11 14:31:13,449 | INFO | MainThread | epoch 23 dev metrics (tuned thresholds): st1_macro_f1=0.687, st2_macro_f1=0.630, st3_macro_f1=0.577, st3_family_macro_f1=0.650, mean_macro_f1=0.631
2026-08-11 14:33:17,909 | INFO | MainThread | epoch 24: mean train loss = 0.2373
2026-08-11 14:33:29,579 | INFO | MainThread | epoch 24 dev metrics (tuned thresholds): st1_macro_f1=0.629, st2_macro_f1=0.655, st3_macro_f1=0.588, st3_family_macro_f1=0.646, mean_macro_f1=0.624
2026-08-11 14:35:33,899 | INFO | MainThread | epoch 25: mean train loss = 0.2137
2026-08-11 14:35:45,515 | INFO | MainThread | epoch 25 dev metrics (tuned thresholds): st1_macro_f1=0.635, st2_macro_f1=0.660, st3_macro_f1=0.596, st3_family_macro_f1=0.637, mean_macro_f1=0.630
2026-08-11 14:37:50,712 | INFO | MainThread | epoch 26: mean train loss = 0.2113
2026-08-11 14:38:01,614 | INFO | MainThread | epoch 26 dev metrics (tuned thresholds): st1_macro_f1=0.660, st2_macro_f1=0.651, st3_macro_f1=0.543, st3_family_macro_f1=0.628, mean_macro_f1=0.618
2026-08-11 14:39:46,367 | INFO | MainThread | epoch 27: mean train loss = 0.1797
