2026-08-15 18:24:24,166 | INFO | MainThread | logging to runs/run_20260815_182424_full_gpt-5.4.log
2026-08-15 18:24:24,166 | INFO | MainThread | config: target=public_data_dev/dev.jsonl model=gpt-5.4 context=full sample_size=None max_concurrency=20 st3_only=True lean_prompt=False df_path=None few_shot=False few_shot_n=1 out=runs/submission_gpt_20260815_182424.jsonl seed=None
2026-08-15 18:24:24,166 | INFO | MainThread | system prompt: full st3-only (17344 chars)
2026-08-15 18:24:49,833 | INFO | MainThread | wrote 504 predictions to runs/submission_gpt_20260815_182424.jsonl
2026-08-15 18:24:49,836 | INFO | MainThread | copied predictions to submission_gpt_st3.jsonl (canonical submission file)
2026-08-15 18:24:49,836 | INFO | MainThread | wrote 286 misclassified instance(s) to runs/submission_gpt_error_20260815_182424.jsonl
2026-08-15 18:24:49,836 | INFO | MainThread | === Distinct gold labels observed, by tier ===
2026-08-15 18:24:49,836 | INFO | MainThread | [ST1 - commercial type]     ['digital_content_or_services', 'none', 'physical_goods', 'physical_services']
2026-08-15 18:24:49,836 | INFO | MainThread | [ST2 - product category]    ['apps', 'creator_community', 'education', 'fashion', 'financial', 'food', 'gambling', 'gambling_adjacent', 'hardware_electronics', 'health', 'other', 'toys']
2026-08-15 18:24:49,836 | INFO | MainThread | [ST3 - compliance flags]    ['age_restricted_or_prohibited_product', 'direct_exhortation', 'hfss_food_marketing', 'inadequate_disclosure', 'insufficient_context', 'misleading_claim', 'no_flag', 'undisclosed_advertising']
2026-08-15 18:24:49,837 | INFO | MainThread | Evaluation:
2026-08-15 18:24:49,837 | INFO | MainThread |   st3_macro_f1: 0.527
2026-08-15 18:24:49,837 | INFO | MainThread |   st3_family_macro_f1: 0.658
2026-08-15 18:24:49,837 | INFO | MainThread |   st3 per-label F1: age_restricted_or_prohibited_product=0.778, direct_exhortation=0.390, hfss_food_marketing=0.308, inadequate_disclosure=0.370, insufficient_context=0.421, misleading_claim=0.758, no_flag=0.485, undisclosed_advertising=0.705
2026-08-15 18:24:49,837 | INFO | MainThread |   st3_family per-label F1: content=0.778, disclosure=0.711, housekeeping=0.489, product=0.653
2026-08-15 18:24:49,837 | INFO | MainThread | === Prediction diagnostics ===
2026-08-15 18:24:49,838 | INFO | MainThread | [st3] label distribution (gold / pred):
2026-08-15 18:24:49,838 | INFO | MainThread |   age_restricted_or_prohibited_product: gold=16, pred=20
2026-08-15 18:24:49,838 | INFO | MainThread |   direct_exhortation: gold=77, pred=46
2026-08-15 18:24:49,838 | INFO | MainThread |   hfss_food_marketing: gold=5, pred=8
2026-08-15 18:24:49,838 | INFO | MainThread |   inadequate_disclosure: gold=118, pred=66
2026-08-15 18:24:49,838 | INFO | MainThread |   insufficient_context: gold=7, pred=12
2026-08-15 18:24:49,838 | INFO | MainThread |   misleading_claim: gold=260, pred=339
2026-08-15 18:24:49,838 | INFO | MainThread |   no_flag: gold=127, pred=79
2026-08-15 18:24:49,838 | INFO | MainThread |   undisclosed_advertising: gold=74, pred=102
2026-08-15 18:24:49,838 | INFO | MainThread | [st3] gold x pred cross-product counts (gold -> pred: count):
2026-08-15 18:24:49,838 | INFO | MainThread |   misleading_claim -> misleading_claim: 227
2026-08-15 18:24:49,838 | INFO | MainThread |   inadequate_disclosure -> misleading_claim: 77
2026-08-15 18:24:49,839 | INFO | MainThread |   no_flag -> misleading_claim: 70
2026-08-15 18:24:49,839 | INFO | MainThread |   undisclosed_advertising -> undisclosed_advertising: 62
