2026-08-10 12:02:32,350 | INFO | MainThread | logging to runs/run_20260810_120232_lora_train_FacebookAI_roberta-base.log
2026-08-10 12:02:32,350 | INFO | MainThread | config: {'train': 'public_data_dev/train.jsonl', 'dev': 'public_data_dev/dev.jsonl', 'model': 'FacebookAI/roberta-base', 'local': False, 'context': 'full', 'df_path': None, 'max_length': 512, 'epochs': 10, 'batch_size': 16, 'grad_accum_steps': 1, 'lr': 0.0002, 'warmup_ratio': 0.06, 'lora_r': 64, 'lora_alpha': 16, 'lora_dropout': 0.1, 'target_modules': 'query,key,value,dense', 'st2_loss_weight': 1.0, 'st3_loss_weight': 1.0, 'pos_weight': True, 'threshold': 0.5, 'sample_size': None, 'seed': 42, 'device': None, 'output_dir': 'runs/lora_exp02_r64broad', 'no_wandb': True} device=cuda
2026-08-10 12:02:32,490 | INFO | MainThread | train=2353 dev=504
2026-08-10 12:08:03,842 | INFO | MainThread | epoch 1: mean train loss = 3.1308
2026-08-10 12:09:03,462 | INFO | MainThread | epoch 1 dev metrics (tuned thresholds): st1_macro_f1=0.540, st2_macro_f1=0.469, st3_macro_f1=0.240, st3_family_macro_f1=0.246, mean_macro_f1=0.416
2026-08-10 12:09:03,576 | INFO | MainThread | epoch 1: new best mean_macro_f1=0.416, saved to runs/lora_exp02_r64broad/best
2026-08-10 12:15:22,370 | INFO | MainThread | epoch 2: mean train loss = 1.9995
2026-08-10 12:16:21,020 | INFO | MainThread | epoch 2 dev metrics (tuned thresholds): st1_macro_f1=0.607, st2_macro_f1=0.634, st3_macro_f1=0.471, st3_family_macro_f1=0.520, mean_macro_f1=0.571
2026-08-10 12:16:21,126 | INFO | MainThread | epoch 2: new best mean_macro_f1=0.571, saved to runs/lora_exp02_r64broad/best
2026-08-10 12:23:01,796 | INFO | MainThread | epoch 3: mean train loss = 1.6405
2026-08-10 12:24:03,274 | INFO | MainThread | epoch 3 dev metrics (tuned thresholds): st1_macro_f1=0.621, st2_macro_f1=0.640, st3_macro_f1=0.495, st3_family_macro_f1=0.566, mean_macro_f1=0.586
2026-08-10 12:24:03,348 | INFO | MainThread | epoch 3: new best mean_macro_f1=0.586, saved to runs/lora_exp02_r64broad/best
2026-08-10 12:30:24,641 | INFO | MainThread | epoch 4: mean train loss = 1.4485
2026-08-10 12:31:30,967 | INFO | MainThread | epoch 4 dev metrics (tuned thresholds): st1_macro_f1=0.628, st2_macro_f1=0.648, st3_macro_f1=0.492, st3_family_macro_f1=0.563, mean_macro_f1=0.589
2026-08-10 12:31:31,157 | INFO | MainThread | epoch 4: new best mean_macro_f1=0.589, saved to runs/lora_exp02_r64broad/best
2026-08-10 12:37:51,875 | INFO | MainThread | epoch 5: mean train loss = 1.2895
2026-08-10 12:38:56,105 | INFO | MainThread | epoch 5 dev metrics (tuned thresholds): st1_macro_f1=0.653, st2_macro_f1=0.666, st3_macro_f1=0.483, st3_family_macro_f1=0.529, mean_macro_f1=0.601
2026-08-10 12:38:56,211 | INFO | MainThread | epoch 5: new best mean_macro_f1=0.601, saved to runs/lora_exp02_r64broad/best
2026-08-10 12:45:12,075 | INFO | MainThread | epoch 6: mean train loss = 1.2103
2026-08-10 12:46:10,735 | INFO | MainThread | epoch 6 dev metrics (tuned thresholds): st1_macro_f1=0.659, st2_macro_f1=0.652, st3_macro_f1=0.489, st3_family_macro_f1=0.526, mean_macro_f1=0.600
2026-08-10 12:51:59,134 | INFO | MainThread | epoch 7: mean train loss = 1.0781
2026-08-10 12:52:57,875 | INFO | MainThread | epoch 7 dev metrics (tuned thresholds): st1_macro_f1=0.668, st2_macro_f1=0.648, st3_macro_f1=0.504, st3_family_macro_f1=0.534, mean_macro_f1=0.607
2026-08-10 12:52:57,987 | INFO | MainThread | epoch 7: new best mean_macro_f1=0.607, saved to runs/lora_exp02_r64broad/best
2026-08-10 12:58:51,155 | INFO | MainThread | epoch 8: mean train loss = 1.0259
2026-08-10 12:59:49,423 | INFO | MainThread | epoch 8 dev metrics (tuned thresholds): st1_macro_f1=0.671, st2_macro_f1=0.660, st3_macro_f1=0.500, st3_family_macro_f1=0.542, mean_macro_f1=0.610
2026-08-10 12:59:49,509 | INFO | MainThread | epoch 8: new best mean_macro_f1=0.610, saved to runs/lora_exp02_r64broad/best
2026-08-10 13:05:37,297 | INFO | MainThread | epoch 9: mean train loss = 0.9528
2026-08-10 13:06:35,790 | INFO | MainThread | epoch 9 dev metrics (tuned thresholds): st1_macro_f1=0.676, st2_macro_f1=0.659, st3_macro_f1=0.503, st3_family_macro_f1=0.556, mean_macro_f1=0.613
2026-08-10 13:06:35,867 | INFO | MainThread | epoch 9: new best mean_macro_f1=0.613, saved to runs/lora_exp02_r64broad/best
2026-08-10 13:12:32,309 | INFO | MainThread | epoch 10: mean train loss = 0.9178
2026-08-10 13:13:30,764 | INFO | MainThread | epoch 10 dev metrics (tuned thresholds): st1_macro_f1=0.670, st2_macro_f1=0.659, st3_macro_f1=0.498, st3_family_macro_f1=0.546, mean_macro_f1=0.609
2026-08-10 13:13:30,874 | INFO | MainThread | saved final epoch adapter to runs/lora_exp02_r64broad/last (best dev mean_macro_f1=0.613)
