2026-08-15 17:34:40,143 | INFO | MainThread | logging to runs/run_20260815_173440_full_gpt-5.4.log
2026-08-15 17:34:40,143 | INFO | MainThread | config: target=runs/integration_validation/batch.jsonl model=gpt-5.4 context=full sample_size=None max_concurrency=12 st3_only=True lean_prompt=False df_path=None few_shot=False few_shot_n=1 out=runs/submission_gpt_20260815_173440.jsonl seed=None
2026-08-15 17:34:40,143 | INFO | MainThread | system prompt: full st3-only (17346 chars)
2026-08-15 17:34:45,377 | INFO | MainThread | wrote 62 predictions to runs/submission_gpt_20260815_173440.jsonl
2026-08-15 17:34:45,377 | INFO | MainThread | copied predictions to submission_gpt_st3.jsonl (canonical submission file)
2026-08-15 17:34:45,377 | INFO | MainThread | wrote 28 misclassified instance(s) to runs/submission_gpt_error_20260815_173440.jsonl
2026-08-15 17:34:45,377 | INFO | MainThread | === Distinct gold labels observed, by tier ===
2026-08-15 17:34:45,377 | INFO | MainThread | [ST1 - commercial type]     ['digital_content_or_services', 'none', 'physical_goods', 'physical_services']
2026-08-15 17:34:45,377 | INFO | MainThread | [ST2 - product category]    ['apps', 'creator_community', 'education', 'fashion', 'food', 'gambling_adjacent', 'hardware_electronics', 'health', 'other']
2026-08-15 17:34:45,377 | INFO | MainThread | [ST3 - compliance flags]    ['direct_exhortation', 'hfss_food_marketing', 'inadequate_disclosure', 'insufficient_context', 'misleading_claim', 'no_flag', 'undisclosed_advertising']
2026-08-15 17:34:45,378 | INFO | MainThread | Evaluation:
2026-08-15 17:34:45,378 | INFO | MainThread |   st3_macro_f1: 0.659
2026-08-15 17:34:45,378 | INFO | MainThread |   st3_family_macro_f1: 0.818
2026-08-15 17:34:45,378 | INFO | MainThread |   st3 per-label F1: direct_exhortation=0.545, hfss_food_marketing=1.000, inadequate_disclosure=0.526, insufficient_context=0.727, misleading_claim=0.833, no_flag=0.647, undisclosed_advertising=0.333
2026-08-15 17:34:45,378 | INFO | MainThread |   st3_family per-label F1: content=0.871, disclosure=0.645, housekeeping=0.756, product=1.000
2026-08-15 17:34:45,378 | INFO | MainThread | === Prediction diagnostics ===
2026-08-15 17:34:45,378 | INFO | MainThread | [st3] label distribution (gold / pred):
2026-08-15 17:34:45,378 | INFO | MainThread |   direct_exhortation: gold=7, pred=4
2026-08-15 17:34:45,378 | INFO | MainThread |   hfss_food_marketing: gold=1, pred=1
2026-08-15 17:34:45,378 | INFO | MainThread |   inadequate_disclosure: gold=11, pred=8
2026-08-15 17:34:45,378 | INFO | MainThread |   insufficient_context: gold=7, pred=4
2026-08-15 17:34:45,378 | INFO | MainThread |   misleading_claim: gold=27, pred=33
2026-08-15 17:34:45,378 | INFO | MainThread |   no_flag: gold=19, pred=15
2026-08-15 17:34:45,378 | INFO | MainThread |   undisclosed_advertising: gold=2, pred=10
2026-08-15 17:34:45,378 | INFO | MainThread | [st3] gold x pred cross-product counts (gold -> pred: count):
2026-08-15 17:34:45,378 | INFO | MainThread |   misleading_claim -> misleading_claim: 25
2026-08-15 17:34:45,378 | INFO | MainThread |   no_flag -> no_flag: 11
2026-08-15 17:34:45,379 | INFO | MainThread |   direct_exhortation -> misleading_claim: 6
2026-08-15 17:34:45,379 | INFO | MainThread |   inadequate_disclosure -> misleading_claim: 6
2026-08-15 17:34:45,379 | INFO | MainThread |   no_flag -> misleading_claim: 6
2026-08-15 17:34:45,379 | INFO | MainThread |   inadequate_disclosure -> inadequate_disclosure: 5
2026-08-15 17:34:45,379 | INFO | MainThread |   misleading_claim -> undisclosed_advertising: 5
2026-08-15 17:34:45,379 | INFO | MainThread |   insufficient_context -> insufficient_context: 4
2026-08-15 17:34:45,379 | INFO | MainThread |   direct_exhortation -> direct_exhortation: 3
2026-08-15 17:34:45,379 | INFO | MainThread |   inadequate_disclosure -> undisclosed_advertising: 3
2026-08-15 17:34:45,379 | INFO | MainThread |   misleading_claim -> inadequate_disclosure: 3
2026-08-15 17:34:45,379 | INFO | MainThread |   insufficient_context -> no_flag: 2
2026-08-15 17:34:45,379 | INFO | MainThread |   misleading_claim -> direct_exhortation: 2
2026-08-15 17:34:45,379 | INFO | MainThread |   no_flag -> inadequate_disclosure: 2
2026-08-15 17:34:45,379 | INFO | MainThread |   undisclosed_advertising -> undisclosed_advertising: 2
2026-08-15 17:34:45,379 | INFO | MainThread |   direct_exhortation -> undisclosed_advertising: 1
2026-08-15 17:34:45,379 | INFO | MainThread |   hfss_food_marketing -> hfss_food_marketing: 1
2026-08-15 17:34:45,379 | INFO | MainThread |   hfss_food_marketing -> undisclosed_advertising: 1
2026-08-15 17:34:45,379 | INFO | MainThread |   inadequate_disclosure -> no_flag: 1
2026-08-15 17:34:45,380 | INFO | MainThread |   insufficient_context -> undisclosed_advertising: 1
2026-08-15 17:34:45,380 | INFO | MainThread |   misleading_claim -> no_flag: 1
2026-08-15 17:34:45,380 | INFO | MainThread |   no_flag -> direct_exhortation: 1
2026-08-15 17:34:45,380 | INFO | MainThread |   undisclosed_advertising -> misleading_claim: 1
