2026-08-03 19:24:34,969 | INFO | MainThread | logging to runs/run_20260803_192434_full_gpt-5.4.log
2026-08-03 19:24:34,969 | INFO | MainThread | config: target=runs/prompt_tuning/run1/batch_iter4.jsonl model=gpt-5.4 context=full sample_size=None max_concurrency=8 out=runs/submission_gpt_20260803_192434.jsonl
2026-08-03 19:24:37,407 | INFO | MainThread | wrote 10 predictions to runs/submission_gpt_20260803_192434.jsonl
2026-08-03 19:24:37,407 | INFO | MainThread | copied predictions to submission_gpt.jsonl (canonical submission file)
2026-08-03 19:24:37,407 | INFO | MainThread | wrote 7 misclassified instance(s) to runs/submission_gpt_error_20260803_192434.jsonl
2026-08-03 19:24:37,407 | INFO | MainThread | === Distinct gold labels observed, by tier ===
2026-08-03 19:24:37,407 | INFO | MainThread | [ST1 - commercial type]     ['digital_content_or_services', 'physical_goods']
2026-08-03 19:24:37,407 | INFO | MainThread | [ST2 - product category]    ['apps', 'creator_community', 'fashion', 'hardware_electronics', 'other']
2026-08-03 19:24:37,407 | INFO | MainThread | [ST3 - compliance flags]    ['age_restricted_or_prohibited_product', 'inadequate_disclosure', 'insufficient_context', 'misleading_claim', 'no_flag']
2026-08-03 19:24:37,407 | INFO | MainThread | Evaluation:
2026-08-03 19:24:37,407 | INFO | MainThread |   st1_macro_f1: 1.000
2026-08-03 19:24:37,407 | INFO | MainThread |   st2_macro_f1: 0.735
2026-08-03 19:24:37,407 | INFO | MainThread |   st3_macro_f1: 0.175
2026-08-03 19:24:37,408 | INFO | MainThread |   st3_family_macro_f1: 0.250
2026-08-03 19:24:37,408 | INFO | MainThread |   mean_macro_f1: 0.636
